,workers,accuracy,simulation
3897,83,0.26,48
3898,84,0.34,48
3899,85,0.19,48
3900,86,0.28,48
3901,87,0.24,48
3902,88,0.3,48
3903,89,0.35,48
3904,90,0.2,48
3905,91,0.26,48
3906,92,0.27,48
3907,93,0.3,48
3908,94,0.27,48
3909,95,0.29,48
3910,96,0.22,48
3911,97,0.29,48
3912,98,0.22,48
3913,99,0.24,48
3914,17,0.3,49
3915,20,0.28,49
3916,21,0.29,49
3917,22,0.31,49
3918,23,0.3,49
3919,24,0.29,49
3920,25,0.29,49
3921,26,0.26,49
3922,27,0.2,49
3923,28,0.26,49
3924,29,0.15,49
3925,30,0.29,49
3926,31,0.25,49
3927,32,0.32,49
3928,33,0.26,49
3929,34,0.23,49
3930,35,0.22,49
3931,36,0.23,49
3932,37,0.17,49
3933,38,0.27,49
3934,39,0.31,49
3935,40,0.39,49
3936,41,0.3,49
3937,42,0.2,49
3938,43,0.32,49
3939,44,0.25,49
3940,45,0.15,49
3941,46,0.21,49
3942,47,0.22,49
3943,48,0.3,49
3944,49,0.28,49
3945,50,0.27,49
3946,51,0.28,49
3947,52,0.33,49
3948,53,0.21,49
3949,54,0.3,49
3950,55,0.3,49
3951,56,0.35,49
3952,57,0.2,49
3953,58,0.2,49
3954,59,0.27,49
3955,60,0.33,49
3956,61,0.29,49
3957,62,0.24,49
3958,63,0.19,49
3959,64,0.28,49
3960,65,0.25,49
3961,66,0.29,49
3962,67,0.27,49
3963,68,0.3,49
3964,69,0.3,49
3965,70,0.26,49
3966,71,0.34,49
3967,72,0.28,49
3968,73,0.2,49
3969,74,0.18,49
3970,75,0.19,49
3971,76,0.28,49
3972,77,0.22,49
3973,78,0.18,49
3974,79,0.28,49
3975,80,0.35,49
3976,81,0.33,49
3977,82,0.36,49
3978,83,0.25,49
3979,84,0.3,49
3980,85,0.26,49
3981,86,0.26,49
3982,87,0.33,49
3983,88,0.21,49
3984,89,0.28,49
3985,90,0.27,49
3986,91,0.22,49
3987,92,0.22,49
3988,93,0.27,49
3989,94,0.33,49
3990,95,0.2,49
3991,96,0.33,49
3992,97,0.18,49
3993,98,0.26,49
3994,99,0.23,49
3995,15,0.27,50
3996,19,0.28,50
3997,20,0.25,50
3998,21,0.21,50
3999,22,0.28,50
4000,23,0.29,50
4001,24,0.15,50
4002,25,0.22,50
4003,26,0.24,50
4004,27,0.23,50
4005,28,0.27,50
4006,29,0.36,50
4007,30,0.29,50
4008,31,0.26,50
4009,32,0.31,50
4010,33,0.29,50
4011,34,0.3,50
4012,35,0.22,50
4013,36,0.24,50
4014,37,0.29,50
4015,38,0.32,50
4016,39,0.27,50
4017,40,0.25,50
4018,41,0.25,50
4019,42,0.16,50
4020,43,0.26,50
4021,44,0.29,50
4022,45,0.17,50
4023,46,0.26,50
4024,47,0.3,50
4025,48,0.31,50
4026,49,0.28,50
4027,50,0.32,50
4028,51,0.27,50
4029,52,0.23,50
4030,53,0.29,50
4031,54,0.3,50
4032,55,0.19,50
4033,56,0.21,50
4034,57,0.24,50
4035,58,0.3,50
4036,59,0.27,50
4037,60,0.3,50
4038,61,0.27,50
4039,62,0.25,50
4040,63,0.33,50
4041,64,0.26,50
4042,65,0.15,50
4043,66,0.23,50
4044,67,0.25,50
4045,68,0.3,50
4046,69,0.28,50
4047,70,0.22,50
4048,71,0.32,50
4049,72,0.32,50
4050,73,0.34,50
4051,74,0.28,50
4052,75,0.2,50
4053,76,0.36,50
4054,77,0.23,50
4055,78,0.27,50
4056,79,0.22,50
4057,80,0.16,50
4058,81,0.24,50
4059,82,0.35,50
4060,83,0.27,50
4061,84,0.26,50
4062,85,0.34,50
4063,86,0.34,50
4064,87,0.19,50
4065,88,0.28,50
4066,89,0.19,50
4067,90,0.23,50
4068,91,0.25,50
4069,92,0.33,50
4070,93,0.28,50
4071,94,0.32,50
4072,95,0.23,50
4073,96,0.33,50
4074,97,0.31,50
4075,98,0.29,50
4076,99,0.26,50
4077,18,0.31,51
4078,21,0.29,51
4079,22,0.21,51
4080,23,0.19,51
4081,25,0.29,51
4082,26,0.32,51
4083,27,0.21,51
4084,28,0.22,51
4085,29,0.36,51
4086,30,0.14,51
4087,31,0.32,51
4088,32,0.2,51
4089,33,0.27,51
4090,34,0.22,51
4091,35,0.33,51
4092,36,0.32,51
4093,37,0.29,51
4094,38,0.31,51
4095,39,0.26,51
4096,40,0.28,51
4097,41,0.31,51
4098,42,0.21,51
4099,43,0.25,51
4100,44,0.16,51
4101,45,0.34,51
4102,46,0.28,51
4103,47,0.21,51
4104,48,0.23,51
4105,49,0.3,51
4106,50,0.23,51
4107,51,0.31,51
4108,52,0.35,51
4109,53,0.3,51
4110,54,0.24,51
4111,55,0.32,51
4112,56,0.32,51
4113,57,0.22,51
4114,58,0.2,51
4115,59,0.3,51
4116,60,0.24,51
4117,61,0.26,51
4118,62,0.26,51
4119,63,0.16,51
4120,64,0.26,51
4121,65,0.31,51
4122,66,0.29,51
4123,67,0.24,51
4124,68,0.27,51
4125,69,0.29,51
4126,70,0.2,51
4127,71,0.17,51
4128,72,0.21,51
4129,73,0.3,51
4130,74,0.26,51
4131,75,0.21,51
4132,76,0.3,51
4133,77,0.31,51
4134,78,0.25,51
4135,79,0.38,51
4136,80,0.18,51
4137,81,0.28,51
4138,82,0.16,51
4139,83,0.2,51
4140,84,0.3,51
4141,85,0.31,51
4142,86,0.25,51
4143,87,0.19,51
4144,88,0.31,51
4145,89,0.23,51
4146,90,0.14,51
4147,91,0.3,51
4148,92,0.34,51
4149,93,0.2,51
4150,94,0.28,51
4151,95,0.3,51
4152,96,0.27,51
4153,97,0.19,51
4154,98,0.21,51
4155,99,0.32,51
4156,15,0.23,52
4157,16,0.18,52
4158,19,0.28,52
4159,20,0.26,52
4160,21,0.23,52
4161,22,0.29,52
4162,23,0.22,52
4163,24,0.2,52
4164,25,0.21,52
4165,26,0.24,52
4166,27,0.27,52
4167,28,0.3,52
4168,29,0.17,52
4169,30,0.23,52
4170,31,0.22,52
4171,32,0.36,52
4172,33,0.18,52
4173,34,0.36,52
4174,35,0.34,52
4175,36,0.23,52
4176,37,0.27,52
4177,38,0.2,52
4178,39,0.25,52
4179,40,0.29,52
4180,41,0.26,52
4181,42,0.29,52
4182,43,0.24,52
4183,44,0.33,52
4184,45,0.31,52
4185,46,0.28,52
4186,47,0.24,52
4187,48,0.3,52
4188,49,0.31,52
4189,50,0.26,52
4190,51,0.27,52
4191,52,0.25,52
4192,53,0.25,52
4193,54,0.29,52
4194,55,0.27,52
4195,56,0.28,52
4196,57,0.28,52
4197,58,0.27,52
4198,59,0.22,52
4199,60,0.29,52
4200,61,0.31,52
4201,62,0.24,52
4202,63,0.28,52
4203,64,0.27,52
4204,65,0.35,52
4205,66,0.29,52
4206,67,0.25,52
4207,68,0.19,52
4208,69,0.25,52
4209,70,0.23,52
4210,71,0.17,52
4211,72,0.24,52
4212,73,0.24,52
4213,74,0.31,52
4214,75,0.24,52
4215,76,0.27,52
4216,77,0.23,52
4217,78,0.23,52
4218,79,0.27,52
4219,80,0.35,52
4220,81,0.25,52
4221,82,0.24,52
4222,83,0.27,52
4223,84,0.36,52
4224,85,0.25,52
4225,86,0.17,52
4226,87,0.27,52
4227,88,0.34,52
4228,89,0.27,52
4229,90,0.31,52
4230,91,0.26,52
4231,92,0.27,52
4232,93,0.24,52
4233,94,0.27,52
4234,95,0.26,52
4235,96,0.22,52
4236,97,0.34,52
4237,98,0.22,52
4238,99,0.29,52
4239,18,0.27,53
4240,19,0.28,53
4241,21,0.24,53
4242,22,0.25,53
4243,23,0.36,53
4244,24,0.31,53
4245,25,0.28,53
4246,26,0.24,53
4247,27,0.22,53
4248,28,0.24,53
4249,29,0.28,53
4250,30,0.27,53
4251,31,0.27,53
4252,32,0.29,53
4253,33,0.32,53
4254,34,0.33,53
4255,35,0.28,53
4256,36,0.24,53
4257,37,0.27,53
4258,38,0.2,53
4259,39,0.24,53
4260,40,0.21,53
4261,41,0.17,53
4262,42,0.23,53
4263,43,0.15,53
4264,44,0.26,53
4265,45,0.36,53
4266,46,0.28,53
4267,47,0.28,53
4268,48,0.28,53
4269,49,0.26,53
4270,50,0.22,53
4271,51,0.33,53
4272,52,0.34,53
4273,53,0.29,53
4274,54,0.23,53
4275,55,0.22,53
4276,56,0.31,53
4277,57,0.21,53
4278,58,0.34,53
4279,59,0.23,53
4280,60,0.21,53
4281,61,0.28,53
4282,62,0.3,53
4283,63,0.26,53
4284,64,0.26,53
4285,65,0.3,53
4286,66,0.26,53
4287,67,0.28,53
4288,68,0.28,53
4289,69,0.32,53
4290,70,0.27,53
4291,71,0.25,53
4292,72,0.27,53
4293,73,0.36,53
4294,74,0.27,53
4295,75,0.29,53
4296,76,0.29,53
4297,77,0.28,53
4298,78,0.35,53
4299,79,0.27,53
4300,80,0.27,53
4301,81,0.29,53
4302,82,0.22,53
4303,83,0.29,53
4304,84,0.12,53
4305,85,0.2,53
4306,86,0.21,53
4307,87,0.31,53
4308,88,0.34,53
4309,89,0.3,53
4310,90,0.27,53
4311,91,0.26,53
4312,92,0.29,53
4313,93,0.19,53
4314,94,0.2,53
4315,95,0.32,53
4316,96,0.24,53
4317,97,0.31,53
4318,98,0.34,53
4319,99,0.32,53
4320,19,0.2,54
4321,21,0.31,54
4322,22,0.31,54
4323,23,0.3,54
4324,24,0.3,54
4325,25,0.22,54
4326,27,0.19,54
4327,29,0.27,54
4328,30,0.25,54
4329,31,0.2,54
4330,32,0.33,54
4331,33,0.28,54
4332,34,0.22,54
4333,35,0.27,54
4334,36,0.18,54
4335,37,0.32,54
4336,38,0.21,54
4337,39,0.19,54
4338,40,0.26,54
4339,41,0.36,54
4340,42,0.23,54
4341,43,0.28,54
4342,44,0.22,54
4343,45,0.28,54
4344,46,0.28,54
4345,47,0.17,54
4346,48,0.29,54
4347,49,0.25,54
4348,50,0.36,54
4349,51,0.28,54
4350,52,0.32,54
4351,53,0.15,54
4352,54,0.28,54
4353,55,0.2,54
4354,56,0.19,54
4355,57,0.17,54
4356,58,0.18,54
4357,59,0.26,54
4358,60,0.33,54
4359,61,0.26,54
4360,62,0.34,54
4361,63,0.26,54
4362,64,0.24,54
4363,65,0.34,54
4364,66,0.26,54
4365,67,0.27,54
4366,68,0.3,54
4367,69,0.23,54
4368,70,0.17,54
4369,71,0.27,54
4370,72,0.17,54
4371,73,0.26,54
4372,74,0.2,54
4373,75,0.29,54
4374,76,0.23,54
4375,77,0.27,54
4376,78,0.36,54
4377,79,0.33,54
4378,80,0.22,54
4379,81,0.25,54
4380,82,0.29,54
4381,83,0.17,54
4382,84,0.34,54
4383,85,0.29,54
4384,86,0.28,54
4385,87,0.13,54
4386,88,0.3,54
4387,89,0.24,54
4388,90,0.19,54
4389,91,0.3,54
4390,92,0.32,54
4391,93,0.22,54
4392,94,0.24,54
4393,95,0.24,54
4394,96,0.36,54
4395,97,0.28,54
4396,98,0.26,54
4397,99,0.31,54
4398,18,0.28,55
4399,19,0.28,55
4400,21,0.22,55
4401,22,0.26,55
4402,23,0.29,55
4403,24,0.25,55
4404,25,0.23,55
4405,26,0.24,55
4406,28,0.23,55
4407,29,0.23,55
4408,30,0.28,55
4409,31,0.21,55
4410,32,0.17,55
4411,33,0.3,55
4412,34,0.24,55
4413,35,0.28,55
4414,36,0.31,55
4415,37,0.34,55
4416,38,0.35,55
4417,39,0.18,55
4418,40,0.24,55
4419,41,0.19,55
4420,42,0.3,55
4421,43,0.29,55
4422,44,0.22,55
4423,45,0.24,55
4424,46,0.25,55
4425,47,0.3,55
4426,48,0.2,55
4427,49,0.36,55
4428,50,0.29,55
4429,51,0.26,55
4430,52,0.21,55
4431,53,0.22,55
4432,54,0.32,55
4433,55,0.3,55
4434,56,0.26,55
4435,57,0.27,55
4436,58,0.33,55
4437,59,0.35,55
4438,60,0.26,55
4439,61,0.29,55
4440,62,0.35,55
4441,63,0.26,55
4442,64,0.3,55
4443,65,0.29,55
4444,66,0.23,55
4445,67,0.23,55
4446,68,0.27,55
4447,69,0.23,55
4448,70,0.32,55
4449,71,0.27,55
4450,72,0.31,55
4451,73,0.22,55
4452,74,0.29,55
4453,75,0.28,55
4454,76,0.26,55
4455,77,0.24,55
4456,78,0.35,55
4457,79,0.26,55
4458,80,0.34,55
4459,81,0.24,55
4460,82,0.3,55
4461,83,0.27,55
4462,84,0.29,55
4463,85,0.27,55
4464,86,0.3,55
4465,87,0.28,55
4466,88,0.22,55
4467,89,0.22,55
4468,90,0.29,55
4469,91,0.28,55
4470,92,0.28,55
4471,93,0.29,55
4472,94,0.34,55
4473,95,0.3,55
4474,96,0.24,55
4475,97,0.29,55
4476,98,0.31,55
4477,99,0.14,55
4478,17,0.27,56
4479,20,0.26,56
4480,23,0.27,56
4481,24,0.31,56
4482,25,0.28,56
4483,26,0.18,56
4484,27,0.32,56
4485,28,0.33,56
4486,29,0.2,56
4487,30,0.28,56
4488,31,0.39,56
4489,32,0.3,56
4490,33,0.25,56
4491,34,0.27,56
4492,35,0.29,56
4493,36,0.21,56
4494,37,0.28,56
4495,38,0.29,56
4496,39,0.22,56
4497,40,0.29,56
4498,41,0.29,56
4499,42,0.28,56
4500,43,0.2,56
4501,44,0.26,56
4502,45,0.16,56
4503,46,0.3,56
4504,47,0.26,56
4505,48,0.26,56
4506,49,0.22,56
4507,50,0.27,56
4508,51,0.27,56
4509,52,0.31,56
4510,53,0.23,56
4511,54,0.22,56
4512,55,0.25,56
4513,56,0.25,56
4514,57,0.25,56
4515,58,0.28,56
4516,59,0.33,56
4517,60,0.25,56
4518,61,0.17,56
4519,62,0.29,56
4520,63,0.23,56
4521,64,0.32,56
4522,65,0.26,56
4523,66,0.24,56
4524,67,0.33,56
4525,68,0.19,56
4526,69,0.27,56
4527,70,0.33,56
4528,71,0.19,56
4529,72,0.3,56
4530,73,0.22,56
4531,74,0.18,56
4532,75,0.31,56
4533,76,0.29,56
4534,77,0.18,56
4535,78,0.23,56
4536,79,0.28,56
4537,80,0.3,56
4538,81,0.27,56
4539,82,0.22,56
4540,83,0.24,56
4541,84,0.3,56
4542,85,0.3,56
4543,86,0.35,56
4544,87,0.26,56
4545,88,0.19,56
4546,89,0.22,56
4547,90,0.2,56
4548,91,0.29,56
4549,92,0.28,56
4550,93,0.37,56
4551,94,0.19,56
4552,95,0.26,56
4553,96,0.17,56
4554,97,0.33,56
4555,98,0.26,56
4556,99,0.18,56
4557,18,0.24,57
4558,19,0.29,57
4559,22,0.22,57
4560,23,0.23,57
4561,24,0.26,57
4562,26,0.18,57
4563,27,0.33,57
4564,28,0.29,57
4565,29,0.17,57
4566,30,0.16,57
4567,31,0.24,57
4568,32,0.29,57
4569,33,0.26,57
4570,34,0.28,57
4571,35,0.37,57
4572,36,0.12,57
4573,37,0.27,57
4574,38,0.25,57
4575,39,0.28,57
4576,40,0.33,57
4577,41,0.26,57
4578,42,0.19,57
4579,43,0.26,57
4580,44,0.3,57
4581,45,0.27,57
4582,46,0.24,57
4583,47,0.3,57
4584,48,0.29,57
4585,49,0.26,57
4586,50,0.33,57
4587,51,0.21,57
4588,52,0.19,57
4589,53,0.29,57
4590,54,0.25,57
4591,55,0.26,57
4592,56,0.24,57
4593,57,0.28,57
4594,58,0.36,57
4595,59,0.21,57
4596,60,0.3,57
4597,61,0.29,57
4598,62,0.26,57
4599,63,0.26,57
4600,64,0.26,57
4601,65,0.37,57
4602,66,0.26,57
4603,67,0.33,57
4604,68,0.19,57
4605,69,0.28,57
4606,70,0.26,57
4607,71,0.26,57
4608,72,0.21,57
4609,73,0.25,57
4610,74,0.22,57
4611,75,0.23,57
4612,76,0.35,57
4613,77,0.28,57
4614,78,0.22,57
4615,79,0.18,57
4616,80,0.28,57
4617,81,0.15,57
4618,82,0.41,57
4619,83,0.28,57
4620,84,0.29,57
4621,85,0.33,57
4622,86,0.25,57
4623,87,0.16,57
4624,88,0.37,57
4625,89,0.19,57
4626,90,0.26,57
4627,91,0.24,57
4628,92,0.33,57
4629,93,0.28,57
4630,94,0.28,57
4631,95,0.35,57
4632,96,0.24,57
4633,97,0.21,57
4634,98,0.2,57
4635,99,0.17,57
4636,20,0.38,58
4637,21,0.25,58
4638,22,0.32,58
4639,23,0.33,58
4640,24,0.16,58
4641,25,0.24,58
4642,26,0.27,58
4643,27,0.26,58
4644,28,0.31,58
4645,29,0.24,58
4646,31,0.29,58
4647,32,0.28,58
4648,33,0.26,58
4649,34,0.3,58
4650,35,0.28,58
4651,36,0.31,58
4652,37,0.17,58
4653,38,0.34,58
4654,39,0.19,58
4655,40,0.23,58
4656,41,0.3,58
4657,42,0.2,58
4658,43,0.25,58
4659,44,0.17,58
4660,45,0.28,58
4661,46,0.35,58
4662,47,0.34,58
4663,48,0.28,58
4664,49,0.24,58
4665,50,0.15,58
4666,51,0.21,58
4667,52,0.24,58
4668,53,0.3,58
4669,54,0.2,58
4670,55,0.23,58
4671,56,0.17,58
4672,57,0.19,58
4673,58,0.33,58
4674,59,0.24,58
4675,60,0.29,58
4676,61,0.4,58
4677,62,0.26,58
4678,63,0.26,58
4679,64,0.34,58
4680,65,0.28,58
4681,66,0.21,58
4682,67,0.23,58
4683,68,0.24,58
4684,69,0.23,58
4685,70,0.28,58
4686,71,0.31,58
4687,72,0.21,58
4688,73,0.28,58
4689,74,0.34,58
4690,75,0.24,58
4691,76,0.25,58
4692,77,0.33,58
4693,78,0.27,58
4694,79,0.2,58
4695,80,0.21,58
4696,81,0.29,58
4697,82,0.18,58
4698,83,0.33,58
4699,84,0.34,58
4700,85,0.25,58
4701,86,0.24,58
4702,87,0.21,58
4703,88,0.19,58
4704,89,0.28,58
4705,90,0.26,58
4706,91,0.28,58
4707,92,0.23,58
4708,93,0.31,58
4709,94,0.2,58
4710,95,0.35,58
4711,96,0.27,58
4712,97,0.26,58
4713,98,0.34,58
4714,99,0.24,58
4715,20,0.16,59
4716,21,0.19,59
4717,22,0.31,59
4718,23,0.28,59
4719,24,0.24,59
4720,25,0.32,59
4721,26,0.33,59
4722,27,0.31,59
4723,29,0.28,59
4724,30,0.32,59
4725,31,0.3,59
4726,32,0.24,59
4727,33,0.21,59
4728,34,0.27,59
4729,35,0.23,59
4730,36,0.34,59
4731,37,0.2,59
4732,38,0.15,59
4733,39,0.22,59
4734,40,0.25,59
4735,41,0.31,59
4736,42,0.28,59
4737,43,0.22,59
4738,44,0.32,59
4739,45,0.23,59
4740,46,0.19,59
4741,47,0.19,59
4742,48,0.24,59
4743,49,0.31,59
4744,50,0.3,59
4745,51,0.25,59
4746,52,0.23,59
4747,53,0.32,59
4748,54,0.21,59
4749,55,0.34,59
4750,56,0.25,59
4751,57,0.28,59
4752,58,0.25,59
4753,59,0.24,59
4754,60,0.3,59
4755,61,0.29,59
4756,62,0.32,59
4757,63,0.28,59
4758,64,0.17,59
4759,65,0.25,59
4760,66,0.25,59
4761,67,0.3,59
4762,68,0.26,59
4763,69,0.2,59
4764,70,0.29,59
4765,71,0.31,59
4766,72,0.21,59
4767,73,0.24,59
4768,74,0.25,59
4769,75,0.19,59
4770,76,0.23,59
4771,77,0.32,59
4772,78,0.22,59
4773,79,0.27,59
4774,80,0.34,59
4775,81,0.28,59
4776,82,0.29,59
4777,83,0.25,59
4778,84,0.32,59
4779,85,0.26,59
4780,86,0.27,59
4781,87,0.25,59
4782,88,0.31,59
4783,89,0.23,59
4784,90,0.27,59
4785,91,0.23,59
4786,92,0.29,59
4787,93,0.31,59
4788,94,0.24,59
4789,95,0.27,59
4790,96,0.28,59
4791,97,0.25,59
4792,98,0.26,59
4793,99,0.24,59
4794,18,0.23,60
4795,19,0.28,60
4796,21,0.3,60
4797,22,0.32,60
4798,23,0.32,60
4799,24,0.17,60
4800,25,0.26,60
4801,26,0.24,60
4802,27,0.18,60
4803,28,0.21,60
4804,29,0.27,60
4805,30,0.3,60
4806,31,0.21,60
4807,32,0.22,60
4808,33,0.2,60
4809,34,0.2,60
4810,35,0.29,60
4811,36,0.2,60
4812,37,0.2,60
4813,38,0.31,60
4814,39,0.28,60
4815,40,0.24,60
4816,41,0.23,60
4817,42,0.28,60
4818,43,0.23,60
4819,44,0.21,60
4820,45,0.28,60
4821,46,0.21,60
4822,47,0.27,60
4823,48,0.31,60
4824,49,0.16,60
4825,50,0.16,60
4826,51,0.33,60
4827,52,0.21,60
4828,53,0.19,60
4829,54,0.28,60
4830,55,0.29,60
4831,56,0.2,60
4832,57,0.29,60
4833,58,0.31,60
4834,59,0.23,60
4835,60,0.34,60
4836,61,0.26,60
4837,62,0.25,60
4838,63,0.29,60
4839,64,0.27,60
4840,65,0.36,60
4841,66,0.31,60
4842,67,0.23,60
4843,68,0.26,60
4844,69,0.33,60
4845,70,0.28,60
4846,71,0.18,60
4847,72,0.23,60
4848,73,0.26,60
4849,74,0.27,60
4850,75,0.21,60
4851,76,0.23,60
4852,77,0.21,60
4853,78,0.25,60
4854,79,0.3,60
4855,80,0.2,60
4856,81,0.32,60
4857,82,0.32,60
4858,83,0.25,60
4859,84,0.27,60
4860,85,0.23,60
4861,86,0.28,60
4862,87,0.27,60
4863,88,0.26,60
4864,89,0.33,60
4865,90,0.21,60
4866,91,0.25,60
4867,92,0.28,60
4868,93,0.29,60
4869,94,0.33,60
4870,95,0.27,60
4871,96,0.23,60
4872,97,0.31,60
4873,98,0.3,60
4874,99,0.34,60
4875,18,0.38,61
4876,19,0.28,61
4877,20,0.31,61
4878,22,0.35,61
4879,24,0.27,61
4880,26,0.26,61
4881,28,0.28,61
4882,29,0.23,61
4883,30,0.31,61
4884,31,0.3,61
4885,32,0.31,61
4886,33,0.23,61
4887,34,0.31,61
4888,35,0.26,61
4889,36,0.26,61
4890,37,0.24,61
4891,38,0.3,61
4892,39,0.24,61
4893,40,0.21,61
4894,41,0.28,61
4895,42,0.2,61
4896,43,0.23,61
4897,44,0.28,61
4898,45,0.2,61
4899,46,0.34,61
4900,47,0.24,61
4901,48,0.17,61
4902,49,0.22,61
4903,50,0.24,61
4904,51,0.3,61
4905,52,0.3,61
4906,53,0.33,61
4907,54,0.24,61
4908,55,0.26,61
4909,56,0.18,61
4910,57,0.35,61
4911,58,0.27,61
4912,59,0.19,61
4913,60,0.23,61
4914,61,0.32,61
4915,62,0.23,61
4916,63,0.31,61
4917,64,0.32,61
4918,65,0.29,61
4919,66,0.26,61
4920,67,0.24,61
4921,68,0.31,61
4922,69,0.41,61
4923,70,0.32,61
4924,71,0.23,61
4925,72,0.3,61
4926,73,0.2,61
4927,74,0.31,61
4928,75,0.31,61
4929,76,0.34,61
4930,77,0.27,61
4931,78,0.16,61
4932,79,0.2,61
4933,80,0.22,61
4934,81,0.27,61
4935,82,0.19,61
4936,83,0.29,61
4937,84,0.31,61
4938,85,0.23,61
4939,86,0.19,61
4940,87,0.22,61
4941,88,0.31,61
4942,89,0.16,61
4943,90,0.33,61
4944,91,0.27,61
4945,92,0.25,61
4946,93,0.22,61
4947,94,0.25,61
4948,95,0.26,61
4949,96,0.27,61
4950,97,0.25,61
4951,98,0.26,61
4952,99,0.27,61
4953,19,0.16,62
4954,20,0.18,62
4955,21,0.3,62
4956,23,0.26,62
4957,24,0.28,62
4958,25,0.32,62
4959,26,0.29,62
4960,27,0.24,62
4961,28,0.36,62
4962,29,0.23,62
4963,30,0.25,62
4964,31,0.22,62
4965,32,0.14,62
4966,33,0.23,62
4967,34,0.28,62
4968,35,0.3,62
4969,36,0.25,62
4970,37,0.25,62
4971,38,0.22,62
4972,39,0.26,62
4973,40,0.28,62
4974,41,0.27,62
4975,42,0.22,62
4976,43,0.28,62
4977,44,0.17,62
4978,45,0.28,62
4979,46,0.21,62
4980,47,0.15,62
4981,48,0.34,62
4982,49,0.34,62
4983,50,0.22,62
4984,51,0.31,62
4985,52,0.26,62
4986,53,0.26,62
4987,54,0.22,62
4988,55,0.4,62
4989,56,0.22,62
4990,57,0.26,62
4991,58,0.14,62
4992,59,0.26,62
4993,60,0.32,62
4994,61,0.22,62
4995,62,0.25,62
4996,63,0.32,62
4997,64,0.23,62
4998,65,0.3,62
4999,66,0.23,62
5000,67,0.25,62
5001,68,0.25,62
5002,69,0.26,62
5003,70,0.3,62
5004,71,0.21,62
5005,72,0.18,62
5006,73,0.33,62
5007,74,0.31,62
5008,75,0.3,62
5009,76,0.24,62
5010,77,0.27,62
5011,78,0.28,62
5012,79,0.27,62
5013,80,0.22,62
5014,81,0.23,62
5015,82,0.28,62
5016,83,0.19,62
5017,84,0.19,62
5018,85,0.21,62
5019,86,0.34,62
5020,87,0.34,62
5021,88,0.21,62
5022,89,0.27,62
5023,90,0.2,62
5024,91,0.25,62
5025,92,0.26,62
5026,93,0.29,62
5027,94,0.18,62
5028,95,0.24,62
5029,96,0.28,62
5030,97,0.24,62
5031,98,0.33,62
5032,99,0.22,62
5033,13,0.16,63
5034,19,0.32,63
5035,21,0.27,63
5036,22,0.34,63
5037,23,0.27,63
5038,24,0.33,63
5039,25,0.24,63
5040,27,0.33,63
5041,28,0.26,63
5042,29,0.26,63
5043,30,0.33,63
5044,31,0.29,63
5045,32,0.35,63
5046,33,0.22,63
5047,34,0.29,63
5048,35,0.28,63
5049,36,0.3,63
5050,37,0.24,63
5051,38,0.16,63
5052,39,0.23,63
5053,40,0.2,63
5054,41,0.31,63
5055,42,0.21,63
5056,43,0.26,63
5057,44,0.18,63
5058,45,0.33,63
5059,46,0.28,63
5060,47,0.25,63
5061,48,0.28,63
5062,49,0.25,63
5063,50,0.3,63
5064,51,0.28,63
5065,52,0.33,63
5066,53,0.18,63
5067,54,0.25,63
5068,55,0.36,63
5069,56,0.24,63
5070,57,0.28,63
5071,58,0.33,63
5072,59,0.33,63
5073,60,0.2,63
5074,61,0.23,63
5075,62,0.32,63
5076,63,0.3,63
5077,64,0.3,63
5078,65,0.29,63
5079,66,0.23,63
5080,67,0.26,63
5081,68,0.32,63
5082,69,0.27,63
5083,70,0.34,63
5084,71,0.22,63
5085,72,0.27,63
5086,73,0.31,63
5087,74,0.25,63
5088,75,0.22,63
5089,76,0.31,63
5090,77,0.22,63
5091,78,0.3,63
5092,79,0.28,63
5093,80,0.22,63
5094,81,0.25,63
5095,82,0.21,63
5096,83,0.27,63
5097,84,0.31,63
5098,85,0.25,63
5099,86,0.32,63
5100,87,0.25,63
5101,88,0.26,63
5102,89,0.19,63
5103,90,0.27,63
5104,91,0.25,63
5105,92,0.14,63
5106,93,0.35,63
5107,94,0.31,63
5108,95,0.26,63
5109,96,0.32,63
5110,97,0.29,63
5111,98,0.23,63
5112,99,0.25,63
5113,18,0.27,64
5114,19,0.3,64
5115,21,0.34,64
5116,23,0.34,64
5117,25,0.3,64
5118,26,0.21,64
5119,27,0.23,64
5120,28,0.31,64
5121,29,0.25,64
5122,30,0.26,64
5123,31,0.32,64
5124,32,0.26,64
5125,33,0.27,64
5126,34,0.18,64
5127,35,0.21,64
5128,36,0.19,64
5129,37,0.24,64
5130,38,0.27,64
5131,39,0.21,64
5132,40,0.25,64
5133,41,0.24,64
5134,42,0.26,64
5135,43,0.23,64
5136,44,0.33,64
5137,45,0.28,64
5138,46,0.31,64
5139,47,0.33,64
5140,48,0.24,64
5141,49,0.27,64
5142,50,0.25,64
5143,51,0.36,64
5144,52,0.21,64
5145,53,0.32,64
5146,54,0.21,64
5147,55,0.21,64
5148,56,0.32,64
5149,57,0.28,64
5150,58,0.28,64
5151,59,0.3,64
5152,60,0.29,64
5153,61,0.32,64
5154,62,0.26,64
5155,63,0.22,64
5156,64,0.27,64
5157,65,0.27,64
5158,66,0.35,64
5159,67,0.23,64
5160,68,0.22,64
5161,69,0.33,64
5162,70,0.37,64
5163,71,0.29,64
5164,72,0.25,64
5165,73,0.36,64
5166,74,0.23,64
5167,75,0.23,64
