total_tasks,total_workers,proportion_hard_tasks,proportion_train_tasks,workers_per_task,total_keys,alpha,accuracy
140,30,0.2,0.4,5,5,9,0.9771
140,30,0.2,0.4,5,7,3,0.9329
140,30,0.2,0.4,5,7,6,0.98
140,30,0.2,0.4,5,7,9,0.9929
140,30,0.2,0.4,7,3,3,0.0
140,30,0.2,0.4,7,3,6,0.9816
140,30,0.2,0.4,7,3,9,0.9837
140,30,0.2,0.4,7,5,3,0.9622
140,30,0.2,0.4,7,5,6,0.9673
140,30,0.2,0.4,7,5,9,0.9776
140,30,0.2,0.4,7,7,3,0.9541
140,30,0.2,0.4,7,7,6,0.9684
140,30,0.2,0.4,7,7,9,0.9816
140,30,0.2,0.4,9,3,3,0.0
140,30,0.2,0.4,9,3,6,0.0
140,30,0.2,0.4,9,3,9,0.0
140,30,0.2,0.4,9,5,3,0.0
140,30,0.2,0.4,9,5,6,0.0
140,30,0.2,0.4,9,5,9,0.9905
140,30,0.2,0.4,9,7,3,0.0
140,30,0.2,0.4,9,7,6,0.9841
140,30,0.2,0.4,9,7,9,0.9865
140,30,0.2,0.6,3,3,3,0.9143
140,30,0.2,0.6,3,3,6,0.9643
140,30,0.2,0.6,3,3,9,0.9857
140,30,0.2,0.6,3,5,3,0.9238
140,30,0.2,0.6,3,5,6,0.9476
140,30,0.2,0.6,3,5,9,0.9881
140,30,0.2,0.6,3,7,3,0.9524
140,30,0.2,0.6,3,7,6,0.9714
140,30,0.2,0.6,3,7,9,0.9786
140,30,0.2,0.6,5,3,3,0.9443
140,30,0.2,0.6,5,3,6,0.9486
140,30,0.2,0.6,5,3,9,0.0
140,30,0.2,0.6,5,5,3,0.95
140,30,0.2,0.6,5,5,6,0.9729
140,30,0.2,0.6,5,5,9,0.9786
140,30,0.2,0.6,5,7,3,0.9443
140,30,0.2,0.6,5,7,6,0.98
140,30,0.2,0.6,5,7,9,0.9871
140,30,0.2,0.6,7,3,3,0.0
140,30,0.2,0.6,7,3,6,0.0
140,30,0.2,0.6,7,3,9,0.9735
140,30,0.2,0.6,7,5,3,0.9571
140,30,0.2,0.6,7,5,6,0.9837
140,30,0.2,0.6,7,5,9,0.9745
140,30,0.2,0.6,7,7,3,0.0
140,30,0.2,0.6,7,7,6,0.9724
140,30,0.2,0.6,7,7,9,0.9786
140,30,0.2,0.6,9,3,3,0.0
140,30,0.2,0.6,9,3,6,0.0
140,30,0.2,0.6,9,3,9,0.0
140,30,0.2,0.6,9,5,3,0.0
140,30,0.2,0.6,9,5,6,0.0
140,30,0.2,0.6,9,5,9,0.9849
140,30,0.2,0.6,9,7,3,0.0
140,30,0.2,0.6,9,7,6,0.0
140,30,0.2,0.6,9,7,9,0.9865
140,30,0.2,0.8,3,3,3,0.9452
140,30,0.2,0.8,3,3,6,0.9643
140,30,0.2,0.8,3,3,9,0.969
140,30,0.2,0.8,3,5,3,0.9262
140,30,0.2,0.8,3,5,6,0.9571
140,30,0.2,0.8,3,5,9,0.9929
140,30,0.2,0.8,3,7,3,0.9595
140,30,0.2,0.8,3,7,6,0.9667
140,30,0.2,0.8,3,7,9,0.9881
140,30,0.2,0.8,5,3,3,0.9157
140,30,0.2,0.8,5,3,6,0.0
140,30,0.2,0.8,5,3,9,0.9629
140,30,0.2,0.8,5,5,3,0.9386
140,30,0.2,0.8,5,5,6,0.9743
140,30,0.2,0.8,5,5,9,0.9829
140,30,0.2,0.8,5,7,3,0.0
140,30,0.2,0.8,5,7,6,0.9829
140,30,0.2,0.8,5,7,9,0.9914
140,30,0.2,0.8,7,3,3,0.0
140,30,0.2,0.8,7,3,6,0.0
140,30,0.2,0.8,7,3,9,0.9714
140,30,0.2,0.8,7,5,3,0.0
140,30,0.2,0.8,7,5,6,0.0
140,30,0.2,0.8,7,5,9,0.0
140,30,0.2,0.8,7,7,3,0.9531
140,30,0.2,0.8,7,7,6,0.9806
140,30,0.2,0.8,7,7,9,0.9878
140,30,0.2,0.8,9,3,3,0.0
140,30,0.2,0.8,9,3,6,0.0
140,30,0.2,0.8,9,3,9,0.0
140,30,0.2,0.8,9,5,3,0.0
140,30,0.2,0.8,9,5,6,0.9817
140,30,0.2,0.8,9,5,9,0.0
140,30,0.2,0.8,9,7,3,0.0
140,30,0.2,0.8,9,7,6,0.9698
140,30,0.2,0.8,9,7,9,0.9762
140,30,0.4,0.2,3,3,3,0.9095
140,30,0.4,0.2,3,3,6,0.9548
140,30,0.4,0.2,3,3,9,0.9833
140,30,0.4,0.2,3,5,3,0.9143
140,30,0.4,0.2,3,5,6,0.9619
140,30,0.4,0.2,3,5,9,0.9714
140,30,0.4,0.2,3,7,3,0.9381
140,30,0.4,0.2,3,7,6,0.9857
140,30,0.4,0.2,3,7,9,0.9595
140,30,0.4,0.2,5,3,3,0.0
140,30,0.4,0.2,5,3,6,0.97
140,30,0.4,0.2,5,3,9,0.9786
140,30,0.4,0.2,5,5,3,0.9614
140,30,0.4,0.2,5,5,6,0.9786
140,30,0.4,0.2,5,5,9,0.9729
140,30,0.4,0.2,5,7,3,0.9629
140,30,0.4,0.2,5,7,6,0.97
140,30,0.4,0.2,5,7,9,0.9929
140,30,0.4,0.2,7,3,3,0.95
140,30,0.4,0.2,7,3,6,0.9551
140,30,0.4,0.2,7,3,9,0.9867
140,30,0.4,0.2,7,5,3,0.9673
140,30,0.4,0.2,7,5,6,0.9816
140,30,0.4,0.2,7,5,9,0.9786
140,30,0.4,0.2,7,7,3,0.9551
140,30,0.4,0.2,7,7,6,0.9704
140,30,0.4,0.2,7,7,9,0.9867
140,30,0.4,0.2,9,3,3,0.9492
140,30,0.4,0.2,9,3,6,0.9683
140,30,0.4,0.2,9,3,9,0.9873
140,30,0.4,0.2,9,5,3,0.9532
140,30,0.4,0.2,9,5,6,0.9595
140,30,0.4,0.2,9,5,9,0.9825
140,30,0.4,0.2,9,7,3,0.9405
140,30,0.4,0.2,9,7,6,0.9762
140,30,0.4,0.2,9,7,9,0.9841
140,30,0.4,0.4,3,3,3,0.9452
140,30,0.4,0.4,3,3,6,0.9452
140,30,0.4,0.4,3,3,9,0.9619
140,30,0.4,0.4,3,5,3,0.9429
140,30,0.4,0.4,3,5,6,0.9667
140,30,0.4,0.4,3,5,9,0.9643
140,30,0.4,0.4,3,7,3,0.9714
140,30,0.4,0.4,3,7,6,0.969
140,30,0.4,0.4,3,7,9,0.9881
140,30,0.4,0.4,5,3,3,0.9243
140,30,0.4,0.4,5,3,6,0.9629
140,30,0.4,0.4,5,3,9,0.9714
140,30,0.4,0.4,5,5,3,0.0
140,30,0.4,0.4,5,5,6,0.97
140,30,0.4,0.4,5,5,9,0.9771
140,30,0.4,0.4,5,7,3,0.96
140,30,0.4,0.4,5,7,6,0.98
140,30,0.4,0.4,5,7,9,0.9786
140,30,0.4,0.4,7,3,3,0.0
140,30,0.4,0.4,7,3,6,0.9663
140,30,0.4,0.4,7,3,9,0.9827
140,30,0.4,0.4,7,5,3,0.9571
140,30,0.4,0.4,7,5,6,0.9755
140,30,0.4,0.4,7,5,9,0.9714
140,30,0.4,0.4,7,7,3,0.0
140,30,0.4,0.4,7,7,6,0.9704
140,30,0.4,0.4,7,7,9,0.9847
140,30,0.4,0.4,9,3,3,0.0
140,30,0.4,0.4,9,3,6,0.0
140,30,0.4,0.4,9,3,9,0.9794
140,30,0.4,0.4,9,5,3,0.0
140,30,0.4,0.4,9,5,6,0.0
140,30,0.4,0.4,9,5,9,0.0
140,30,0.4,0.4,9,7,3,0.0
140,30,0.4,0.4,9,7,6,0.9786
140,30,0.4,0.4,9,7,9,0.9865
140,30,0.4,0.6,3,3,3,0.9143
140,30,0.4,0.6,3,3,6,0.9381
140,30,0.4,0.6,3,3,9,0.9738
140,30,0.4,0.6,3,5,3,0.9476
140,30,0.4,0.6,3,5,6,0.9738
140,30,0.4,0.6,3,5,9,0.9714
140,30,0.4,0.6,3,7,3,0.9357
140,30,0.4,0.6,3,7,6,0.9643
140,30,0.4,0.6,3,7,9,0.9857
140,30,0.4,0.6,5,3,3,0.0
140,30,0.4,0.6,5,3,6,0.9529
140,30,0.4,0.6,5,3,9,0.9714
140,30,0.4,0.6,5,5,3,0.9371
140,30,0.4,0.6,5,5,6,0.9643
140,30,0.4,0.6,5,5,9,0.9786
140,30,0.4,0.6,5,7,3,0.0
140,30,0.4,0.6,5,7,6,0.9714
140,30,0.4,0.6,5,7,9,0.9886
140,30,0.4,0.6,7,3,3,0.0
140,30,0.4,0.6,7,3,6,0.0
140,30,0.4,0.6,7,3,9,0.9765
140,30,0.4,0.6,7,5,3,0.0
140,30,0.4,0.6,7,5,6,0.9755
140,30,0.4,0.6,7,5,9,0.9806
140,30,0.4,0.6,7,7,3,0.952
140,30,0.4,0.6,7,7,6,0.9755
140,30,0.4,0.6,7,7,9,0.9867
140,30,0.4,0.6,9,3,3,0.0
140,30,0.4,0.6,9,3,6,0.0
140,30,0.4,0.6,9,3,9,0.0
140,30,0.4,0.6,9,5,3,0.0
140,30,0.4,0.6,9,5,6,0.0
140,30,0.4,0.6,9,5,9,0.981
140,30,0.4,0.6,9,7,3,0.0
140,30,0.4,0.6,9,7,6,0.9738
140,30,0.4,0.6,9,7,9,0.0
140,30,0.4,0.8,3,3,3,0.9357
140,30,0.4,0.8,3,3,6,0.9238
140,30,0.4,0.8,3,3,9,0.9643
140,30,0.4,0.8,3,5,3,0.9143
140,30,0.4,0.8,3,5,6,0.9571
140,30,0.4,0.8,3,5,9,0.9714
140,30,0.4,0.8,3,7,3,0.95
140,30,0.4,0.8,3,7,6,0.969
140,30,0.4,0.8,3,7,9,0.9833
140,30,0.4,0.8,5,3,3,0.0
140,30,0.4,0.8,5,3,6,0.0
140,30,0.4,0.8,5,3,9,0.9757
140,30,0.4,0.8,5,5,3,0.9486
140,30,0.4,0.8,5,5,6,0.9629
140,30,0.4,0.8,5,5,9,0.9857
140,30,0.4,0.8,5,7,3,0.9457
140,30,0.4,0.8,5,7,6,0.9686
140,30,0.4,0.8,5,7,9,0.98
140,30,0.4,0.8,7,3,3,0.0
140,30,0.4,0.8,7,3,6,0.0
140,30,0.4,0.8,7,3,9,0.9745
140,30,0.4,0.8,7,5,3,0.0
140,30,0.4,0.8,7,5,6,0.0
140,30,0.4,0.8,7,5,9,0.0
140,30,0.4,0.8,7,7,3,0.0
140,30,0.4,0.8,7,7,6,0.0
140,30,0.4,0.8,7,7,9,0.9786
140,30,0.4,0.8,9,3,3,0.0
140,30,0.4,0.8,9,3,6,0.0
140,30,0.4,0.8,9,3,9,0.0
140,30,0.4,0.8,9,5,3,0.0
140,30,0.4,0.8,9,5,6,0.0
140,30,0.4,0.8,9,5,9,0.0
140,30,0.4,0.8,9,7,3,0.0
140,30,0.4,0.8,9,7,6,0.9738
140,30,0.4,0.8,9,7,9,0.0
140,30,0.6,0.2,3,3,3,0.9143
140,30,0.6,0.2,3,3,6,0.9667
140,30,0.6,0.2,3,3,9,0.9571
140,30,0.6,0.2,3,5,3,0.9024
140,30,0.6,0.2,3,5,6,0.9548
140,30,0.6,0.2,3,5,9,0.9524
140,30,0.6,0.2,3,7,3,0.9214
140,30,0.6,0.2,3,7,6,0.9833
140,30,0.6,0.2,3,7,9,0.9762
140,30,0.6,0.2,5,3,3,0.9386
140,30,0.6,0.2,5,3,6,0.9414
140,30,0.6,0.2,5,3,9,0.9586
140,30,0.6,0.2,5,5,3,0.96
140,30,0.6,0.2,5,5,6,0.9814
140,30,0.6,0.2,5,5,9,0.98
140,30,0.6,0.2,5,7,3,0.9271
140,30,0.6,0.2,5,7,6,0.99
140,30,0.6,0.2,5,7,9,0.9686
140,30,0.6,0.2,7,3,3,0.0
140,30,0.6,0.2,7,3,6,0.9704
140,30,0.6,0.2,7,3,9,0.9837
140,30,0.6,0.2,7,5,3,0.0
140,30,0.6,0.2,7,5,6,0.9551
140,30,0.6,0.2,7,5,9,0.9878
140,30,0.6,0.2,7,7,3,0.9633
140,30,0.6,0.2,7,7,6,0.9878
140,30,0.6,0.2,7,7,9,0.9878
140,30,0.6,0.2,9,3,3,0.0
140,30,0.6,0.2,9,3,6,0.969
140,30,0.6,0.2,9,3,9,0.9825
140,30,0.6,0.2,9,5,3,0.0
140,30,0.6,0.2,9,5,6,0.973
140,30,0.6,0.2,9,5,9,0.9865
140,30,0.6,0.2,9,7,3,0.0
140,30,0.6,0.2,9,7,6,0.9754
140,30,0.6,0.2,9,7,9,0.9794
140,30,0.6,0.4,3,3,3,0.9262
140,30,0.6,0.4,3,3,6,0.9667
140,30,0.6,0.4,3,3,9,0.9762
140,30,0.6,0.4,3,5,3,0.9548
140,30,0.6,0.4,3,5,6,0.9595
140,30,0.6,0.4,3,5,9,0.969
140,30,0.6,0.4,3,7,3,0.9595
140,30,0.6,0.4,3,7,6,0.9667
140,30,0.6,0.4,3,7,9,0.9905
140,30,0.6,0.4,5,3,3,0.9486
140,30,0.6,0.4,5,3,6,0.9571
140,30,0.6,0.4,5,3,9,0.9657
140,30,0.6,0.4,5,5,3,0.94
140,30,0.6,0.4,5,5,6,0.9671
140,30,0.6,0.4,5,5,9,0.9886
140,30,0.6,0.4,5,7,3,0.9529
140,30,0.6,0.4,5,7,6,0.9671
140,30,0.6,0.4,5,7,9,0.98
140,30,0.6,0.4,7,3,3,0.9296
140,30,0.6,0.4,7,3,6,0.9653
140,30,0.6,0.4,7,3,9,0.9776
140,30,0.6,0.4,7,5,3,0.0
140,30,0.6,0.4,7,5,6,0.9786
140,30,0.6,0.4,7,5,9,0.9745
140,30,0.6,0.4,7,7,3,0.951
140,30,0.6,0.4,7,7,6,0.9796
140,30,0.6,0.4,7,7,9,0.9786
140,30,0.6,0.4,9,3,3,0.0
140,30,0.6,0.4,9,3,6,0.0
140,30,0.6,0.4,9,3,9,0.0
140,30,0.6,0.4,9,5,3,0.0
140,30,0.6,0.4,9,5,6,0.0
140,30,0.6,0.4,9,5,9,0.0
140,30,0.6,0.4,9,7,3,0.0
140,30,0.6,0.4,9,7,6,0.0
140,30,0.6,0.4,9,7,9,0.981
140,30,0.6,0.6,3,3,3,0.9048
140,30,0.6,0.6,3,3,6,0.9476
140,30,0.6,0.6,3,3,9,0.981
140,30,0.6,0.6,3,5,3,0.8905
140,30,0.6,0.6,3,5,6,0.969
140,30,0.6,0.6,3,5,9,0.9595
140,30,0.6,0.6,3,7,3,0.9548
140,30,0.6,0.6,3,7,6,0.9429
140,30,0.6,0.6,3,7,9,0.9833
140,30,0.6,0.6,5,3,3,0.0
140,30,0.6,0.6,5,3,6,0.9429
140,30,0.6,0.6,5,3,9,0.9729
140,30,0.6,0.6,5,5,3,0.9329
140,30,0.6,0.6,5,5,6,0.9686
140,30,0.6,0.6,5,5,9,0.9757
140,30,0.6,0.6,5,7,3,0.9486
140,30,0.6,0.6,5,7,6,0.9729
140,30,0.6,0.6,5,7,9,0.98
140,30,0.6,0.6,7,3,3,0.0
140,30,0.6,0.6,7,3,6,0.0
140,30,0.6,0.6,7,3,9,0.0
140,30,0.6,0.6,7,5,3,0.0
140,30,0.6,0.6,7,5,6,0.9673
140,30,0.6,0.6,7,5,9,0.9724
140,30,0.6,0.6,7,7,3,0.948
140,30,0.6,0.6,7,7,6,0.9806
140,30,0.6,0.6,7,7,9,0.9898
140,30,0.6,0.6,9,3,3,0.0
140,30,0.6,0.6,9,3,6,0.0
140,30,0.6,0.6,9,3,9,0.0
140,30,0.6,0.6,9,5,3,0.0
140,30,0.6,0.6,9,5,6,0.0
140,30,0.6,0.6,9,5,9,0.0
140,30,0.6,0.6,9,7,3,0.0
140,30,0.6,0.6,9,7,6,0.0
140,30,0.6,0.6,9,7,9,0.977
140,30,0.6,0.8,3,3,3,0.9286
140,30,0.6,0.8,3,3,6,0.9595
140,30,0.6,0.8,3,3,9,0.9762
140,30,0.6,0.8,3,5,3,0.9119
140,30,0.6,0.8,3,5,6,0.95
140,30,0.6,0.8,3,5,9,0.9738
140,30,0.6,0.8,3,7,3,0.919
140,30,0.6,0.8,3,7,6,0.9786
140,30,0.6,0.8,3,7,9,0.981
140,30,0.6,0.8,5,3,3,0.0
140,30,0.6,0.8,5,3,6,0.9429
140,30,0.6,0.8,5,3,9,0.9771
140,30,0.6,0.8,5,5,3,0.9586
140,30,0.6,0.8,5,5,6,0.9643
140,30,0.6,0.8,5,5,9,0.9743
140,30,0.6,0.8,5,7,3,0.9486
140,30,0.6,0.8,5,7,6,0.9657
140,30,0.6,0.8,5,7,9,0.9814
140,30,0.6,0.8,7,3,3,0.0
140,30,0.6,0.8,7,3,6,0.0
140,30,0.6,0.8,7,3,9,0.0
140,30,0.6,0.8,7,5,3,0.0
140,30,0.6,0.8,7,5,6,0.0
140,30,0.6,0.8,7,5,9,0.0
140,30,0.6,0.8,7,7,3,0.0
140,30,0.6,0.8,7,7,6,0.9724
140,30,0.6,0.8,7,7,9,0.9765
140,30,0.6,0.8,9,3,3,0.0
140,30,0.6,0.8,9,3,6,0.0
140,30,0.6,0.8,9,3,9,0.0
140,30,0.6,0.8,9,5,3,0.0
140,30,0.6,0.8,9,5,6,0.9675
140,30,0.6,0.8,9,5,9,0.981
140,30,0.6,0.8,9,7,3,0.0
140,30,0.6,0.8,9,7,6,0.0
140,30,0.6,0.8,9,7,9,0.0
140,30,0.8,0.2,3,3,3,0.9214
140,30,0.8,0.2,3,3,6,0.9476
140,30,0.8,0.2,3,3,9,0.9643
140,30,0.8,0.2,3,5,3,0.9333
140,30,0.8,0.2,3,5,6,0.9738
140,30,0.8,0.2,3,5,9,0.9738
140,30,0.8,0.2,3,7,3,0.9452
140,30,0.8,0.2,3,7,6,0.9714
140,30,0.8,0.2,3,7,9,0.9857
140,30,0.8,0.2,5,3,3,0.9571
140,30,0.8,0.2,5,3,6,0.95
140,30,0.8,0.2,5,3,9,0.9614
140,30,0.8,0.2,5,5,3,0.9257
140,30,0.8,0.2,5,5,6,0.9743
140,30,0.8,0.2,5,5,9,0.9829
140,30,0.8,0.2,5,7,3,0.9514
140,30,0.8,0.2,5,7,6,0.9757
140,30,0.8,0.2,5,7,9,0.9729
140,30,0.8,0.2,7,3,3,0.9276
140,30,0.8,0.2,7,3,6,0.9633
140,30,0.8,0.2,7,3,9,0.9786
140,30,0.8,0.2,7,5,3,0.9439
140,30,0.8,0.2,7,5,6,0.9724
140,30,0.8,0.2,7,5,9,0.9827
140,30,0.8,0.2,7,7,3,0.952
140,30,0.8,0.2,7,7,6,0.9735
140,30,0.8,0.2,7,7,9,0.9765
140,30,0.8,0.2,9,3,3,0.0
140,30,0.8,0.2,9,3,6,0.9667
140,30,0.8,0.2,9,3,9,0.969
140,30,0.8,0.2,9,5,3,0.0
140,30,0.8,0.2,9,5,6,0.9698
140,30,0.8,0.2,9,5,9,0.9817
140,30,0.8,0.2,9,7,3,0.9706
140,30,0.8,0.2,9,7,6,0.9683
140,30,0.8,0.2,9,7,9,0.9881
140,30,0.8,0.4,3,3,3,0.9214
140,30,0.8,0.4,3,3,6,0.9357
140,30,0.8,0.4,3,3,9,0.9643
140,30,0.8,0.4,3,5,3,0.931
140,30,0.8,0.4,3,5,6,0.9548
140,30,0.8,0.4,3,5,9,0.9619
140,30,0.8,0.4,3,7,3,0.95
140,30,0.8,0.4,3,7,6,0.981
140,30,0.8,0.4,3,7,9,0.9786
140,30,0.8,0.4,5,3,3,0.9443
140,30,0.8,0.4,5,3,6,0.9714
140,30,0.8,0.4,5,3,9,0.9543
140,30,0.8,0.4,5,5,3,0.9286
140,30,0.8,0.4,5,5,6,0.95
140,30,0.8,0.4,5,5,9,0.9843
140,30,0.8,0.4,5,7,3,0.0
140,30,0.8,0.4,5,7,6,0.9743
140,30,0.8,0.4,5,7,9,0.98
140,30,0.8,0.4,7,3,3,0.0
140,30,0.8,0.4,7,3,6,0.0
140,30,0.8,0.4,7,3,9,0.9653
140,30,0.8,0.4,7,5,3,0.9449
140,30,0.8,0.4,7,5,6,0.9806
140,30,0.8,0.4,7,5,9,0.9745
140,30,0.8,0.4,7,7,3,0.9378
140,30,0.8,0.4,7,7,6,0.0
140,30,0.8,0.4,7,7,9,0.9827
140,30,0.8,0.4,9,3,3,0.0
140,30,0.8,0.4,9,3,6,0.0
140,30,0.8,0.4,9,3,9,0.9738
140,30,0.8,0.4,9,5,3,0.0
140,30,0.8,0.4,9,5,6,0.0
140,30,0.8,0.4,9,5,9,0.0
140,30,0.8,0.4,9,7,3,0.0
140,30,0.8,0.4,9,7,6,0.0
140,30,0.8,0.4,9,7,9,0.981
140,30,0.8,0.6,3,3,3,0.9286
140,30,0.8,0.6,3,3,6,0.95
140,30,0.8,0.6,3,3,9,0.95
140,30,0.8,0.6,3,5,3,0.9286
140,30,0.8,0.6,3,5,6,0.9476
140,30,0.8,0.6,3,5,9,0.981
140,30,0.8,0.6,3,7,3,0.9405
140,30,0.8,0.6,3,7,6,0.9571
140,30,0.8,0.6,3,7,9,0.9786
140,30,0.8,0.6,5,3,3,0.9314
140,30,0.8,0.6,5,3,6,0.9529
140,30,0.8,0.6,5,3,9,0.9714
140,30,0.8,0.6,5,5,3,0.0
140,30,0.8,0.6,5,5,6,0.9729
140,30,0.8,0.6,5,5,9,0.9814
140,30,0.8,0.6,5,7,3,0.9414
140,30,0.8,0.6,5,7,6,0.98
140,30,0.8,0.6,5,7,9,0.9857
140,30,0.8,0.6,7,3,3,0.0
140,30,0.8,0.6,7,3,6,0.0
140,30,0.8,0.6,7,3,9,0.9776
140,30,0.8,0.6,7,5,3,0.0
140,30,0.8,0.6,7,5,6,0.9776
140,30,0.8,0.6,7,5,9,0.0
140,30,0.8,0.6,7,7,3,0.0
140,30,0.8,0.6,7,7,6,0.9684
140,30,0.8,0.6,7,7,9,0.9827
140,30,0.8,0.6,9,3,3,0.0
140,30,0.8,0.6,9,3,6,0.0
140,30,0.8,0.6,9,3,9,0.0
140,30,0.8,0.6,9,5,3,0.0
140,30,0.8,0.6,9,5,6,0.0
140,30,0.8,0.6,9,5,9,0.9746
140,30,0.8,0.6,9,7,3,0.0
140,30,0.8,0.6,9,7,6,0.9698
140,30,0.8,0.6,9,7,9,0.9873
140,30,0.8,0.8,3,3,3,0.8643
140,30,0.8,0.8,3,3,6,0.931
140,30,0.8,0.8,3,3,9,0.9738
140,30,0.8,0.8,3,5,3,0.8881
140,30,0.8,0.8,3,5,6,0.9524
140,30,0.8,0.8,3,5,9,0.9738
140,30,0.8,0.8,3,7,3,0.9381
140,30,0.8,0.8,3,7,6,0.9548
140,30,0.8,0.8,3,7,9,0.9738
140,30,0.8,0.8,5,3,3,0.0
140,30,0.8,0.8,5,3,6,0.95
140,30,0.8,0.8,5,3,9,0.9786
140,30,0.8,0.8,5,5,3,0.9543
140,30,0.8,0.8,5,5,6,0.9643
140,30,0.8,0.8,5,5,9,0.9671
140,30,0.8,0.8,5,7,3,0.0
140,30,0.8,0.8,5,7,6,0.97
140,30,0.8,0.8,5,7,9,0.9757
140,30,0.8,0.8,7,3,3,0.0
140,30,0.8,0.8,7,3,6,0.0
140,30,0.8,0.8,7,3,9,0.9673
140,30,0.8,0.8,7,5,3,0.0
140,30,0.8,0.8,7,5,6,0.0
140,30,0.8,0.8,7,5,9,0.9745
140,30,0.8,0.8,7,7,3,0.0
140,30,0.8,0.8,7,7,6,0.9694
140,30,0.8,0.8,7,7,9,0.0
140,30,0.8,0.8,9,3,3,0.0
140,30,0.8,0.8,9,3,6,0.0
140,30,0.8,0.8,9,3,9,0.0
140,30,0.8,0.8,9,5,3,0.0
140,30,0.8,0.8,9,5,6,0.9817
140,30,0.8,0.8,9,5,9,0.0
140,30,0.8,0.8,9,7,3,0.0
140,30,0.8,0.8,9,7,6,0.0
140,30,0.8,0.8,9,7,9,0.0
140,40,0.2,0.2,3,3,3,0.931
140,40,0.2,0.2,3,3,6,0.9619
140,40,0.2,0.2,3,3,9,0.9762
140,40,0.2,0.2,3,5,3,0.9429
140,40,0.2,0.2,3,5,6,0.981
140,40,0.2,0.2,3,5,9,0.9857
140,40,0.2,0.2,3,7,3,0.9619
140,40,0.2,0.2,3,7,6,0.9714
140,40,0.2,0.2,3,7,9,0.9714
140,40,0.2,0.2,5,3,3,0.9729
140,40,0.2,0.2,5,3,6,0.9629
140,40,0.2,0.2,5,3,9,0.9829
140,40,0.2,0.2,5,5,3,0.9486
140,40,0.2,0.2,5,5,6,0.9786
140,40,0.2,0.2,5,5,9,0.9714
140,40,0.2,0.2,5,7,3,0.9443
140,40,0.2,0.2,5,7,6,0.98
140,40,0.2,0.2,5,7,9,0.9886
140,40,0.2,0.2,7,3,3,0.9245
140,40,0.2,0.2,7,3,6,0.9786
140,40,0.2,0.2,7,3,9,0.9684
140,40,0.2,0.2,7,5,3,0.9735
140,40,0.2,0.2,7,5,6,0.9694
140,40,0.2,0.2,7,5,9,0.9786
140,40,0.2,0.2,7,7,3,0.9551
140,40,0.2,0.2,7,7,6,0.9806
140,40,0.2,0.2,7,7,9,0.9755
140,40,0.2,0.2,9,3,3,0.9365
140,40,0.2,0.2,9,3,6,0.9802
140,40,0.2,0.2,9,3,9,0.9746
140,40,0.2,0.2,9,5,3,0.9548
140,40,0.2,0.2,9,5,6,0.9786
140,40,0.2,0.2,9,5,9,0.9714
140,40,0.2,0.2,9,7,3,0.9548
140,40,0.2,0.2,9,7,6,0.9778
140,40,0.2,0.2,9,7,9,0.9794
140,40,0.2,0.4,3,3,3,0.9357
140,40,0.2,0.4,3,3,6,0.9833
140,40,0.2,0.4,3,3,9,0.9619
140,40,0.2,0.4,3,5,3,0.9452
140,40,0.2,0.4,3,5,6,0.981
140,40,0.2,0.4,3,5,9,0.9905
140,40,0.2,0.4,3,7,3,0.969
140,40,0.2,0.4,3,7,6,0.9762
140,40,0.2,0.4,3,7,9,0.9786
140,40,0.2,0.4,5,3,3,0.9514
140,40,0.2,0.4,5,3,6,0.9657
140,40,0.2,0.4,5,3,9,0.9814
140,40,0.2,0.4,5,5,3,0.9657
140,40,0.2,0.4,5,5,6,0.98
140,40,0.2,0.4,5,5,9,0.97
140,40,0.2,0.4,5,7,3,0.9629
140,40,0.2,0.4,5,7,6,0.9714
140,40,0.2,0.4,5,7,9,0.9843
140,40,0.2,0.4,7,3,3,0.9459
140,40,0.2,0.4,7,3,6,0.9735
140,40,0.2,0.4,7,3,9,0.9816
140,40,0.2,0.4,7,5,3,0.9316
140,40,0.2,0.4,7,5,6,0.9786
140,40,0.2,0.4,7,5,9,0.9827
140,40,0.2,0.4,7,7,3,0.9663
140,40,0.2,0.4,7,7,6,0.9755
140,40,0.2,0.4,7,7,9,0.9816
140,40,0.2,0.4,9,3,3,0.9508
140,40,0.2,0.4,9,3,6,0.9698
140,40,0.2,0.4,9,3,9,0.9817
140,40,0.2,0.4,9,5,3,0.9357
140,40,0.2,0.4,9,5,6,0.9643
140,40,0.2,0.4,9,5,9,0.9865
140,40,0.2,0.4,9,7,3,0.9627
140,40,0.2,0.4,9,7,6,0.9833
140,40,0.2,0.4,9,7,9,0.9802
140,40,0.2,0.6,3,3,3,0.9095
140,40,0.2,0.6,3,3,6,0.9524
140,40,0.2,0.6,3,3,9,0.9833
140,40,0.2,0.6,3,5,3,0.9286
140,40,0.2,0.6,3,5,6,0.9643
140,40,0.2,0.6,3,5,9,0.9738
140,40,0.2,0.6,3,7,3,0.9381
140,40,0.2,0.6,3,7,6,0.9762
140,40,0.2,0.6,3,7,9,0.9952
140,40,0.2,0.6,5,3,3,0.95
140,40,0.2,0.6,5,3,6,0.9786
140,40,0.2,0.6,5,3,9,0.98
140,40,0.2,0.6,5,5,3,0.9686
140,40,0.2,0.6,5,5,6,0.9771
140,40,0.2,0.6,5,5,9,0.9857
140,40,0.2,0.6,5,7,3,0.9557
140,40,0.2,0.6,5,7,6,0.9571
