,variable,accuracy,simulation
377,73,0.36,4
378,74,0.2631578947368421,4
379,75,0.2597402597402597,4
380,76,0.358974358974359,4
381,77,0.34177215189873417,4
382,78,0.2875,4
383,79,0.2716049382716049,4
384,80,0.17073170731707318,4
385,81,0.25301204819277107,4
386,82,0.30952380952380953,4
387,83,0.29411764705882354,4
388,84,0.29069767441860467,4
389,85,0.39080459770114945,4
390,86,0.2840909090909091,4
391,87,0.23595505617977527,4
392,88,0.25555555555555554,4
393,89,0.3516483516483517,4
394,90,0.16304347826086957,4
395,91,0.3118279569892473,4
396,92,0.2127659574468085,4
397,93,0.30526315789473685,4
398,94,0.34375,4
399,95,0.21649484536082475,4
400,96,0.22448979591836735,4
401,97,0.35353535353535354,4
402,98,0.32,4
403,7,0.6666666666666666,5
404,11,0.38461538461538464,5
405,14,0.5,5
406,16,0.4444444444444444,5
407,18,0.3,5
408,19,0.19047619047619047,5
409,20,0.4090909090909091,5
410,22,0.5,5
411,23,0.28,5
412,24,0.38461538461538464,5
413,25,0.3333333333333333,5
414,26,0.42857142857142855,5
415,27,0.3793103448275862,5
416,28,0.3,5
417,29,0.3870967741935484,5
418,30,0.21875,5
419,31,0.2727272727272727,5
420,32,0.38235294117647056,5
421,34,0.4166666666666667,5
422,35,0.43243243243243246,5
423,36,0.34210526315789475,5
424,37,0.41025641025641024,5
425,38,0.275,5
426,39,0.34146341463414637,5
427,40,0.35714285714285715,5
428,41,0.32558139534883723,5
429,42,0.18181818181818182,5
430,43,0.3111111111111111,5
431,44,0.32608695652173914,5
432,45,0.19148936170212766,5
433,46,0.375,5
434,47,0.46938775510204084,5
435,48,0.34,5
436,49,0.3137254901960784,5
437,50,0.2692307692307692,5
438,51,0.33962264150943394,5
439,52,0.2777777777777778,5
440,53,0.32727272727272727,5
441,54,0.32142857142857145,5
442,55,0.21052631578947367,5
443,56,0.3448275862068966,5
444,57,0.3220338983050847,5
445,58,0.35,5
446,59,0.26229508196721313,5
447,60,0.3387096774193548,5
448,61,0.36507936507936506,5
449,62,0.1875,5
450,63,0.3384615384615385,5
451,64,0.3181818181818182,5
452,65,0.23880597014925373,5
453,66,0.29411764705882354,5
454,67,0.2608695652173913,5
455,68,0.32857142857142857,5
456,69,0.30985915492957744,5
457,70,0.25,5
458,71,0.3287671232876712,5
459,72,0.22972972972972974,5
460,73,0.24,5
461,74,0.3157894736842105,5
462,75,0.2857142857142857,5
463,76,0.32051282051282054,5
464,77,0.1518987341772152,5
465,78,0.3,5
466,79,0.2222222222222222,5
467,80,0.4024390243902439,5
468,81,0.3132530120481928,5
469,82,0.35714285714285715,5
470,83,0.3176470588235294,5
471,84,0.32558139534883723,5
472,85,0.3333333333333333,5
473,86,0.29545454545454547,5
474,87,0.2247191011235955,5
475,88,0.3,5
476,89,0.1978021978021978,5
477,90,0.31521739130434784,5
478,91,0.1935483870967742,5
479,92,0.24468085106382978,5
480,93,0.29473684210526313,5
481,94,0.3541666666666667,5
482,95,0.26804123711340205,5
483,96,0.32653061224489793,5
484,97,0.35353535353535354,5
485,98,0.36,5
486,9,0.2727272727272727,6
487,13,0.4666666666666667,6
488,16,0.4444444444444444,6
489,18,0.4,6
490,19,0.42857142857142855,6
491,20,0.4090909090909091,6
492,21,0.391304347826087,6
493,22,0.4583333333333333,6
494,26,0.25,6
495,27,0.3448275862068966,6
496,28,0.3333333333333333,6
497,31,0.2727272727272727,6
498,32,0.2647058823529412,6
499,33,0.34285714285714286,6
500,35,0.21621621621621623,6
501,36,0.34210526315789475,6
502,37,0.3333333333333333,6
503,38,0.4,6
504,40,0.4523809523809524,6
505,41,0.27906976744186046,6
506,42,0.4318181818181818,6
507,43,0.3111111111111111,6
508,44,0.32608695652173914,6
509,45,0.2127659574468085,6
510,46,0.2916666666666667,6
511,47,0.2653061224489796,6
512,48,0.22,6
513,49,0.23529411764705882,6
514,50,0.2692307692307692,6
515,51,0.18867924528301888,6
516,52,0.4074074074074074,6
517,53,0.34545454545454546,6
518,54,0.30357142857142855,6
519,55,0.2631578947368421,6
520,56,0.27586206896551724,6
521,57,0.3050847457627119,6
522,58,0.36666666666666664,6
523,59,0.2786885245901639,6
524,60,0.1935483870967742,6
525,61,0.3968253968253968,6
526,62,0.28125,6
527,63,0.23076923076923078,6
528,64,0.36363636363636365,6
529,65,0.31343283582089554,6
530,66,0.3382352941176471,6
531,67,0.42028985507246375,6
532,68,0.35714285714285715,6
533,69,0.2112676056338028,6
534,70,0.4444444444444444,6
535,71,0.3698630136986301,6
536,72,0.28378378378378377,6
537,73,0.24,6
538,74,0.35526315789473684,6
539,75,0.22077922077922077,6
540,76,0.32051282051282054,6
541,77,0.26582278481012656,6
542,78,0.275,6
543,79,0.2839506172839506,6
544,80,0.2804878048780488,6
545,81,0.18072289156626506,6
546,82,0.27380952380952384,6
547,83,0.3176470588235294,6
548,84,0.36046511627906974,6
549,85,0.3333333333333333,6
550,86,0.26136363636363635,6
551,87,0.1797752808988764,6
552,88,0.4,6
553,89,0.26373626373626374,6
554,90,0.358695652173913,6
555,91,0.2903225806451613,6
556,92,0.3404255319148936,6
557,93,0.29473684210526313,6
558,94,0.3229166666666667,6
559,95,0.31958762886597936,6
560,96,0.20408163265306123,6
561,97,0.37373737373737376,6
562,98,0.29,6
563,7,0.4444444444444444,7
564,8,0.4,7
565,15,0.47058823529411764,7
566,16,0.3333333333333333,7
567,18,0.35,7
568,19,0.19047619047619047,7
569,20,0.36363636363636365,7
570,23,0.28,7
571,25,0.2222222222222222,7
572,26,0.5,7
573,27,0.20689655172413793,7
574,28,0.16666666666666666,7
575,29,0.2903225806451613,7
576,30,0.21875,7
577,31,0.48484848484848486,7
578,33,0.37142857142857144,7
579,34,0.25,7
580,35,0.2972972972972973,7
581,36,0.39473684210526316,7
582,37,0.3333333333333333,7
583,38,0.35,7
584,39,0.34146341463414637,7
585,40,0.16666666666666666,7
586,41,0.27906976744186046,7
587,42,0.4090909090909091,7
588,43,0.28888888888888886,7
589,45,0.3617021276595745,7
590,46,0.22916666666666666,7
591,47,0.14285714285714285,7
592,48,0.2,7
593,49,0.29411764705882354,7
594,50,0.36538461538461536,7
595,51,0.32075471698113206,7
596,52,0.3333333333333333,7
597,53,0.2545454545454545,7
598,54,0.23214285714285715,7
599,55,0.2982456140350877,7
600,56,0.3275862068965517,7
601,57,0.2711864406779661,7
602,58,0.35,7
603,59,0.19672131147540983,7
604,60,0.27419354838709675,7
605,61,0.23809523809523808,7
606,62,0.28125,7
607,63,0.24615384615384617,7
608,64,0.2878787878787879,7
609,65,0.34328358208955223,7
610,66,0.20588235294117646,7
611,67,0.2753623188405797,7
612,68,0.2,7
613,69,0.2535211267605634,7
614,70,0.20833333333333334,7
615,71,0.273972602739726,7
616,72,0.3108108108108108,7
617,73,0.22666666666666666,7
618,74,0.27631578947368424,7
619,75,0.15584415584415584,7
620,76,0.3076923076923077,7
621,77,0.3291139240506329,7
622,78,0.2875,7
623,79,0.3333333333333333,7
624,80,0.3170731707317073,7
625,81,0.37349397590361444,7
626,82,0.35714285714285715,7
627,83,0.3411764705882353,7
628,84,0.23255813953488372,7
629,85,0.28735632183908044,7
630,86,0.2159090909090909,7
631,87,0.19101123595505617,7
632,88,0.35555555555555557,7
633,89,0.34065934065934067,7
634,90,0.1956521739130435,7
635,91,0.3548387096774194,7
636,92,0.3617021276595745,7
637,93,0.3157894736842105,7
638,94,0.3125,7
639,95,0.18556701030927836,7
640,96,0.19387755102040816,7
641,97,0.26262626262626265,7
642,98,0.33,7
643,9,0.6363636363636364,8
644,10,0.3333333333333333,8
645,12,0.35714285714285715,8
646,13,0.3333333333333333,8
647,19,0.2857142857142857,8
648,20,0.4090909090909091,8
649,21,0.34782608695652173,8
650,22,0.4583333333333333,8
651,24,0.3076923076923077,8
652,25,0.37037037037037035,8
653,26,0.39285714285714285,8
654,27,0.27586206896551724,8
655,28,0.3333333333333333,8
656,29,0.3225806451612903,8
657,32,0.47058823529411764,8
658,33,0.3142857142857143,8
659,34,0.5277777777777778,8
660,35,0.32432432432432434,8
661,36,0.34210526315789475,8
662,37,0.2564102564102564,8
663,38,0.275,8
664,39,0.24390243902439024,8
665,40,0.30952380952380953,8
666,41,0.3023255813953488,8
667,42,0.3409090909090909,8
668,43,0.35555555555555557,8
669,44,0.32608695652173914,8
670,45,0.2978723404255319,8
671,46,0.2708333333333333,8
672,48,0.34,8
673,49,0.23529411764705882,8
674,50,0.3269230769230769,8
675,51,0.32075471698113206,8
676,52,0.18518518518518517,8
677,53,0.38181818181818183,8
678,54,0.26785714285714285,8
679,55,0.2807017543859649,8
680,56,0.3620689655172414,8
681,57,0.1864406779661017,8
682,58,0.3,8
683,59,0.4098360655737705,8
684,60,0.2903225806451613,8
685,61,0.2857142857142857,8
686,62,0.25,8
687,63,0.3076923076923077,8
688,64,0.30303030303030304,8
689,65,0.3283582089552239,8
690,66,0.29411764705882354,8
691,67,0.391304347826087,8
692,68,0.3,8
693,69,0.36619718309859156,8
694,70,0.3472222222222222,8
695,71,0.3561643835616438,8
696,72,0.22972972972972974,8
697,73,0.36,8
698,74,0.35526315789473684,8
699,75,0.2727272727272727,8
700,76,0.23076923076923078,8
701,77,0.3670886075949367,8
702,78,0.2375,8
703,79,0.25925925925925924,8
704,80,0.3902439024390244,8
705,81,0.3614457831325301,8
706,82,0.23809523809523808,8
707,83,0.3411764705882353,8
708,84,0.23255813953488372,8
709,85,0.3448275862068966,8
710,86,0.3181818181818182,8
711,87,0.30337078651685395,8
712,88,0.26666666666666666,8
713,89,0.26373626373626374,8
714,90,0.3695652173913043,8
715,91,0.3010752688172043,8
716,92,0.3404255319148936,8
717,93,0.11578947368421053,8
718,94,0.2604166666666667,8
719,95,0.26804123711340205,8
720,96,0.3469387755102041,8
721,97,0.23232323232323232,8
722,98,0.24,8
723,11,0.5384615384615384,9
724,12,0.2857142857142857,9
725,15,0.29411764705882354,9
726,16,0.3333333333333333,9
727,18,0.65,9
728,19,0.2857142857142857,9
729,22,0.4166666666666667,9
730,23,0.32,9
731,24,0.2692307692307692,9
732,25,0.2962962962962963,9
733,26,0.35714285714285715,9
734,27,0.3103448275862069,9
735,28,0.26666666666666666,9
736,29,0.3225806451612903,9
737,31,0.36363636363636365,9
738,32,0.3235294117647059,9
739,33,0.4,9
740,34,0.2777777777777778,9
741,36,0.3684210526315789,9
742,37,0.23076923076923078,9
743,38,0.3,9
744,39,0.21951219512195122,9
745,40,0.38095238095238093,9
746,41,0.37209302325581395,9
747,42,0.29545454545454547,9
748,43,0.35555555555555557,9
749,44,0.30434782608695654,9
750,45,0.1702127659574468,9
751,46,0.3541666666666667,9
752,47,0.22448979591836735,9
753,48,0.28,9
754,49,0.17647058823529413,9
755,51,0.22641509433962265,9
756,52,0.2962962962962963,9
757,53,0.32727272727272727,9
758,54,0.32142857142857145,9
759,55,0.24561403508771928,9
760,56,0.22413793103448276,9
761,57,0.3050847457627119,9
762,58,0.3,9
763,59,0.3114754098360656,9
764,60,0.24193548387096775,9
765,61,0.2222222222222222,9
766,62,0.34375,9
767,63,0.26153846153846155,9
768,64,0.3333333333333333,9
769,65,0.26865671641791045,9
770,66,0.22058823529411764,9
771,67,0.2463768115942029,9
772,68,0.3,9
773,69,0.29577464788732394,9
774,70,0.2777777777777778,9
775,71,0.2054794520547945,9
776,72,0.32432432432432434,9
777,73,0.28,9
778,74,0.2894736842105263,9
779,75,0.2727272727272727,9
780,76,0.32051282051282054,9
781,77,0.22784810126582278,9
782,78,0.3375,9
783,79,0.32098765432098764,9
784,80,0.2682926829268293,9
785,81,0.24096385542168675,9
786,82,0.25,9
787,83,0.24705882352941178,9
788,84,0.20930232558139536,9
789,85,0.39080459770114945,9
790,86,0.32954545454545453,9
791,87,0.3258426966292135,9
792,88,0.2222222222222222,9
793,89,0.27472527472527475,9
794,90,0.17391304347826086,9
795,91,0.27956989247311825,9
796,92,0.2872340425531915,9
797,93,0.2,9
798,94,0.3333333333333333,9
799,95,0.30927835051546393,9
800,96,0.336734693877551,9
801,97,0.20202020202020202,9
802,98,0.21,9
