total_tasks,total_workers,proportion_hard_tasks,proportion_train_tasks,workers_per_task,total_keys,accuracy
140,40,0.2,0.6,5,7,0.9843
140,40,0.2,0.6,7,3,0.0
140,40,0.2,0.6,7,5,0.9643
140,40,0.2,0.6,7,7,0.9643
140,40,0.4,0.4,3,3,0.9167
140,40,0.4,0.4,3,5,0.969
140,40,0.4,0.4,3,7,0.9738
140,40,0.4,0.4,5,3,0.9671
140,40,0.4,0.4,5,5,0.9614
140,40,0.4,0.4,5,7,0.9657
140,40,0.4,0.4,7,3,0.9449
140,40,0.4,0.4,7,5,0.9684
140,40,0.4,0.4,7,7,0.9837
140,40,0.4,0.6,3,3,0.9595
140,40,0.4,0.6,3,5,0.9714
140,40,0.4,0.6,3,7,0.9595
140,40,0.4,0.6,5,3,0.95
140,40,0.4,0.6,5,5,0.9586
140,40,0.4,0.6,5,7,0.9586
140,40,0.4,0.6,7,3,0.9347
140,40,0.4,0.6,7,5,0.9724
140,40,0.4,0.6,7,7,0.9622
140,40,0.6,0.4,3,3,0.9476
140,40,0.6,0.4,3,5,0.9595
140,40,0.6,0.4,3,7,0.981
140,40,0.6,0.4,5,3,0.9586
140,40,0.6,0.4,5,5,0.9514
140,40,0.6,0.4,5,7,0.9814
140,40,0.6,0.4,7,3,0.9449
140,40,0.6,0.4,7,5,0.9571
140,40,0.6,0.4,7,7,0.9551
140,40,0.6,0.6,3,3,0.9476
140,40,0.6,0.6,3,5,0.9595
140,40,0.6,0.6,3,7,0.9619
140,40,0.6,0.6,5,3,0.9571
140,40,0.6,0.6,5,5,0.9757
140,40,0.6,0.6,5,7,0.9714
140,40,0.6,0.6,7,3,0.0
140,40,0.6,0.6,7,5,0.9622
140,40,0.6,0.6,7,7,0.9582
140,40,0.8,0.4,3,3,0.9667
140,40,0.8,0.4,3,5,0.9595
140,40,0.8,0.4,3,7,0.931
140,40,0.8,0.4,5,3,0.96
140,40,0.8,0.4,5,5,0.9543
140,40,0.8,0.4,5,7,0.9786
140,40,0.8,0.4,7,3,0.9592
140,40,0.8,0.4,7,5,0.9673
140,40,0.8,0.4,7,7,0.9765
140,40,0.8,0.6,3,3,0.9357
140,40,0.8,0.6,3,5,0.9548
140,40,0.8,0.6,3,7,0.969
140,40,0.8,0.6,5,3,0.95
140,40,0.8,0.6,5,5,0.9571
140,40,0.8,0.6,5,7,0.9557
140,40,0.8,0.6,7,3,0.9469
140,40,0.8,0.6,7,5,0.9724
140,40,0.8,0.6,7,7,0.9622
