total_tasks,total_workers,proportion_hard_tasks,proportion_train_tasks,workers_per_task,total_keys,accuracy
60,100,0.6,0.6,5,3,0.9233
60,100,0.6,0.6,5,5,0.9367
60,100,0.6,0.6,5,7,0.9667
60,100,0.6,0.6,7,3,0.95
60,100,0.6,0.6,7,5,0.9357
60,100,0.6,0.6,7,7,0.9524
60,100,0.6,0.6,9,3,0.9222
60,100,0.6,0.6,9,5,0.9463
60,100,0.6,0.6,9,7,0.9315
60,100,0.6,0.6,11,3,0.9227
60,100,0.6,0.6,11,5,0.9273
60,100,0.6,0.6,11,7,0.9545
60,100,0.6,0.8,3,3,0.9278
60,100,0.6,0.8,3,5,0.9722
60,100,0.6,0.8,3,7,0.9278
60,100,0.6,0.8,5,3,0.9067
60,100,0.6,0.8,5,5,0.9633
60,100,0.6,0.8,5,7,0.9367
60,100,0.6,0.8,7,3,0.9595
60,100,0.6,0.8,7,5,0.9095
60,100,0.6,0.8,7,7,0.9667
60,100,0.6,0.8,9,3,0.8778
60,100,0.6,0.8,9,5,0.9648
60,100,0.6,0.8,9,7,0.9278
60,100,0.6,0.8,11,3,0.9515
60,100,0.6,0.8,11,5,0.9561
60,100,0.6,0.8,11,7,0.9288
60,100,0.8,0.2,3,3,0.9333
60,100,0.8,0.2,3,5,0.8778
60,100,0.8,0.2,3,7,0.9389
60,100,0.8,0.2,5,3,0.9233
60,100,0.8,0.2,5,5,0.9133
60,100,0.8,0.2,5,7,0.9167
60,100,0.8,0.2,7,3,0.9357
60,100,0.8,0.2,7,5,0.9429
60,100,0.8,0.2,7,7,0.9452
60,100,0.8,0.2,9,3,0.8778
60,100,0.8,0.2,9,5,0.9333
60,100,0.8,0.2,9,7,0.95
60,100,0.8,0.2,11,3,0.9091
60,100,0.8,0.2,11,5,0.9242
60,100,0.8,0.2,11,7,0.9167
60,100,0.8,0.4,3,3,0.8944
60,100,0.8,0.4,3,5,0.9111
60,100,0.8,0.4,3,7,0.9222
60,100,0.8,0.4,5,3,0.9233
60,100,0.8,0.4,5,5,0.89
60,100,0.8,0.4,5,7,0.9067
60,100,0.8,0.4,7,3,0.9095
60,100,0.8,0.4,7,5,0.9024
60,100,0.8,0.4,7,7,0.931
60,100,0.8,0.4,9,3,0.9185
60,100,0.8,0.4,9,5,0.9093
60,100,0.8,0.4,9,7,0.9074
60,100,0.8,0.4,11,3,0.9288
60,100,0.8,0.4,11,5,0.9424
60,100,0.8,0.4,11,7,0.9379
60,100,0.8,0.6,3,3,0.9167
60,100,0.8,0.6,3,5,0.9167
60,100,0.8,0.6,3,7,0.95
60,100,0.8,0.6,5,3,0.9133
60,100,0.8,0.6,5,5,0.9267
60,100,0.8,0.6,5,7,0.9167
60,100,0.8,0.6,7,3,0.9238
60,100,0.8,0.6,7,5,0.9476
60,100,0.8,0.6,7,7,0.9262
60,100,0.8,0.6,9,3,0.8889
60,100,0.8,0.6,9,5,0.9019
60,100,0.8,0.6,9,7,0.9111
60,100,0.8,0.6,11,3,0.9212
60,100,0.8,0.6,11,5,0.9136
60,100,0.8,0.6,11,7,0.9364
60,100,0.8,0.8,3,3,0.8889
60,100,0.8,0.8,3,5,0.9556
60,100,0.8,0.8,3,7,0.8722
60,100,0.8,0.8,5,3,0.9467
60,100,0.8,0.8,5,5,0.9267
60,100,0.8,0.8,5,7,0.92
60,100,0.8,0.8,7,3,0.9071
60,100,0.8,0.8,7,5,0.919
60,100,0.8,0.8,7,7,0.8881
60,100,0.8,0.8,9,3,0.913
60,100,0.8,0.8,9,5,0.9093
60,100,0.8,0.8,9,7,0.937
60,100,0.8,0.8,11,3,0.9333
60,100,0.8,0.8,11,5,0.9121
60,100,0.8,0.8,11,7,0.9258
80,30,0.2,0.2,3,3,0.9583
80,30,0.2,0.2,3,5,0.9625
80,30,0.2,0.2,3,7,0.95
80,30,0.2,0.2,5,3,0.965
80,30,0.2,0.2,5,5,0.9475
80,30,0.2,0.2,5,7,0.985
80,30,0.2,0.2,7,3,0.9554
80,30,0.2,0.2,7,5,0.9732
80,30,0.2,0.2,7,7,0.9679
80,30,0.2,0.2,9,3,0.0
80,30,0.2,0.2,9,5,0.9889
80,30,0.2,0.2,9,7,0.9694
80,30,0.2,0.2,11,3,0.9455
80,30,0.2,0.2,11,5,0.9648
80,30,0.2,0.2,11,7,0.958
80,30,0.2,0.4,3,3,0.975
80,30,0.2,0.4,3,5,0.9667
80,30,0.2,0.4,3,7,0.9875
80,30,0.2,0.4,5,3,0.97
80,30,0.2,0.4,5,5,0.9525
80,30,0.2,0.4,5,7,0.965
80,30,0.2,0.4,7,3,0.9696
80,30,0.2,0.4,7,5,0.9554
80,30,0.2,0.4,7,7,0.9679
80,30,0.2,0.4,9,3,0.0
80,30,0.2,0.4,9,5,0.9736
80,30,0.2,0.4,9,7,0.9722
80,30,0.2,0.4,11,3,0.0
80,30,0.2,0.4,11,5,0.0
80,30,0.2,0.4,11,7,0.0
80,30,0.2,0.6,3,3,0.9625
80,30,0.2,0.6,3,5,0.9667
80,30,0.2,0.6,3,7,0.9625
80,30,0.2,0.6,5,3,0.97
80,30,0.2,0.6,5,5,0.98
80,30,0.2,0.6,5,7,0.9825
80,30,0.2,0.6,7,3,0.0
80,30,0.2,0.6,7,5,0.9679
80,30,0.2,0.6,7,7,0.0
80,30,0.2,0.6,9,3,0.0
80,30,0.2,0.6,9,5,0.0
80,30,0.2,0.6,9,7,0.975
80,30,0.2,0.6,11,3,0.0
80,30,0.2,0.6,11,5,0.9818
80,30,0.2,0.6,11,7,0.0
80,30,0.2,0.8,3,3,0.9458
80,30,0.2,0.8,3,5,0.975
80,30,0.2,0.8,3,7,0.95
80,30,0.2,0.8,5,3,0.96
80,30,0.2,0.8,5,5,0.9725
80,30,0.2,0.8,5,7,0.9825
80,30,0.2,0.8,7,3,0.0
80,30,0.2,0.8,7,5,0.0
80,30,0.2,0.8,7,7,0.9589
80,30,0.2,0.8,9,3,0.0
80,30,0.2,0.8,9,5,0.9653
80,30,0.2,0.8,9,7,0.9667
80,30,0.2,0.8,11,3,0.0
80,30,0.2,0.8,11,5,0.0
80,30,0.2,0.8,11,7,0.0
80,30,0.4,0.2,3,3,0.9583
80,30,0.4,0.2,3,5,0.95
80,30,0.4,0.2,3,7,0.9583
80,30,0.4,0.2,5,3,0.9175
80,30,0.4,0.2,5,5,0.9625
80,30,0.4,0.2,5,7,0.97
80,30,0.4,0.2,7,3,0.8929
80,30,0.4,0.2,7,5,0.9036
80,30,0.4,0.2,7,7,0.9411
80,30,0.4,0.2,9,3,0.9556
80,30,0.4,0.2,9,5,0.9417
80,30,0.4,0.2,9,7,0.9542
80,30,0.4,0.2,11,3,0.0
80,30,0.4,0.2,11,5,0.0
80,30,0.4,0.2,11,7,0.0
80,30,0.4,0.4,3,3,0.9542
80,30,0.4,0.4,3,5,0.9625
80,30,0.4,0.4,3,7,0.95
80,30,0.4,0.4,5,3,0.9725
80,30,0.4,0.4,5,5,0.9575
80,30,0.4,0.4,5,7,0.945
80,30,0.4,0.4,7,3,0.9571
80,30,0.4,0.4,7,5,0.9679
80,30,0.4,0.4,7,7,0.9661
80,30,0.4,0.4,9,3,0.0
80,30,0.4,0.4,9,5,0.0
80,30,0.4,0.4,9,7,0.0
80,30,0.4,0.4,11,3,0.0
80,30,0.4,0.4,11,5,0.0
80,30,0.4,0.4,11,7,0.0
80,30,0.4,0.6,3,3,0.9458
80,30,0.4,0.6,3,5,0.9542
80,30,0.4,0.6,3,7,0.9667
80,30,0.4,0.6,5,3,0.95
80,30,0.4,0.6,5,5,0.93
80,30,0.4,0.6,5,7,0.9675
80,30,0.4,0.6,7,3,0.9393
80,30,0.4,0.6,7,5,0.0
80,30,0.4,0.6,7,7,0.9589
80,30,0.4,0.6,9,3,0.0
80,30,0.4,0.6,9,5,0.0
80,30,0.4,0.6,9,7,0.0
80,30,0.4,0.6,11,3,0.0
80,30,0.4,0.6,11,5,0.0
80,30,0.4,0.6,11,7,0.0
80,30,0.4,0.8,3,3,0.9625
80,30,0.4,0.8,3,5,0.9417
80,30,0.4,0.8,3,7,0.9667
80,30,0.4,0.8,5,3,0.0
80,30,0.4,0.8,5,5,0.9375
80,30,0.4,0.8,5,7,0.955
80,30,0.4,0.8,7,3,0.0
80,30,0.4,0.8,7,5,0.0
80,30,0.4,0.8,7,7,0.95
80,30,0.4,0.8,9,3,0.0
80,30,0.4,0.8,9,5,0.0
80,30,0.4,0.8,9,7,0.0
80,30,0.4,0.8,11,3,0.0
80,30,0.4,0.8,11,5,0.0
80,30,0.4,0.8,11,7,0.0
80,30,0.6,0.2,3,3,0.95
80,30,0.6,0.2,3,5,0.9417
80,30,0.6,0.2,3,7,0.9458
80,30,0.6,0.2,5,3,0.9175
80,30,0.6,0.2,5,5,0.91
80,30,0.6,0.2,5,7,0.9425
80,30,0.6,0.2,7,3,0.9482
80,30,0.6,0.2,7,5,0.9464
80,30,0.6,0.2,7,7,0.9339
80,30,0.6,0.2,9,3,0.0
80,30,0.6,0.2,9,5,0.9194
80,30,0.6,0.2,9,7,0.9639
80,30,0.6,0.2,11,3,0.0
80,30,0.6,0.2,11,5,0.0
80,30,0.6,0.2,11,7,0.0
80,30,0.6,0.4,3,3,0.925
80,30,0.6,0.4,3,5,0.9125
80,30,0.6,0.4,3,7,0.925
80,30,0.6,0.4,5,3,0.94
80,30,0.6,0.4,5,5,0.9425
80,30,0.6,0.4,5,7,0.96
80,30,0.6,0.4,7,3,0.0
80,30,0.6,0.4,7,5,0.9554
80,30,0.6,0.4,7,7,0.9446
80,30,0.6,0.4,9,3,0.0
80,30,0.6,0.4,9,5,0.0
80,30,0.6,0.4,9,7,0.9625
80,30,0.6,0.4,11,3,0.0
80,30,0.6,0.4,11,5,0.0
80,30,0.6,0.4,11,7,0.0
80,30,0.6,0.6,3,3,0.9542
80,30,0.6,0.6,3,5,0.9083
80,30,0.6,0.6,3,7,0.9208
80,30,0.6,0.6,5,3,0.9575
80,30,0.6,0.6,5,5,0.0
80,30,0.6,0.6,5,7,0.0
80,30,0.6,0.6,7,3,0.0
80,30,0.6,0.6,7,5,0.9357
80,30,0.6,0.6,7,7,0.0
80,30,0.6,0.6,9,3,0.0
80,30,0.6,0.6,9,5,0.0
80,30,0.6,0.6,9,7,0.0
80,30,0.6,0.6,11,3,0.0
80,30,0.6,0.6,11,5,0.0
80,30,0.6,0.6,11,7,0.0
80,30,0.6,0.8,3,3,0.9167
80,30,0.6,0.8,3,5,0.9458
80,30,0.6,0.8,3,7,0.95
80,30,0.6,0.8,5,3,0.9475
80,30,0.6,0.8,5,5,0.9325
80,30,0.6,0.8,5,7,0.935
80,30,0.6,0.8,7,3,0.0
80,30,0.6,0.8,7,5,0.0
80,30,0.6,0.8,7,7,0.9375
80,30,0.6,0.8,9,3,0.0
80,30,0.6,0.8,9,5,0.0
80,30,0.6,0.8,9,7,0.0
80,30,0.6,0.8,11,3,0.0
80,30,0.6,0.8,11,5,0.0
80,30,0.6,0.8,11,7,0.0
80,30,0.8,0.2,3,3,0.9417
80,30,0.8,0.2,3,5,0.9333
80,30,0.8,0.2,3,7,0.9583
80,30,0.8,0.2,5,3,0.91
80,30,0.8,0.2,5,5,0.96
80,30,0.8,0.2,5,7,0.93
80,30,0.8,0.2,7,3,0.0
80,30,0.8,0.2,7,5,0.9482
80,30,0.8,0.2,7,7,0.9607
80,30,0.8,0.2,9,3,0.0
80,30,0.8,0.2,9,5,0.9431
80,30,0.8,0.2,9,7,0.9167
80,30,0.8,0.2,11,3,0.0
80,30,0.8,0.2,11,5,0.0
80,30,0.8,0.2,11,7,0.0
80,30,0.8,0.4,3,3,0.875
80,30,0.8,0.4,3,5,0.95
80,30,0.8,0.4,3,7,0.925
80,30,0.8,0.4,5,3,0.9425
80,30,0.8,0.4,5,5,0.95
80,30,0.8,0.4,5,7,0.935
80,30,0.8,0.4,7,3,0.0
80,30,0.8,0.4,7,5,0.0
80,30,0.8,0.4,7,7,0.9321
80,30,0.8,0.4,9,3,0.0
80,30,0.8,0.4,9,5,0.0
80,30,0.8,0.4,9,7,0.0
80,30,0.8,0.4,11,3,0.0
80,30,0.8,0.4,11,5,0.0
80,30,0.8,0.4,11,7,0.0
80,30,0.8,0.6,3,3,0.8792
80,30,0.8,0.6,3,5,0.9167
80,30,0.8,0.6,3,7,0.8792
80,30,0.8,0.6,5,3,0.9175
80,30,0.8,0.6,5,5,0.9575
80,30,0.8,0.6,5,7,0.9375
80,30,0.8,0.6,7,3,0.0
80,30,0.8,0.6,7,5,0.0
80,30,0.8,0.6,7,7,0.0
80,30,0.8,0.6,9,3,0.0
80,30,0.8,0.6,9,5,0.0
80,30,0.8,0.6,9,7,0.0
80,30,0.8,0.6,11,3,0.0
80,30,0.8,0.6,11,5,0.0
80,30,0.8,0.6,11,7,0.0
80,30,0.8,0.8,3,3,0.9083
80,30,0.8,0.8,3,5,0.0
80,30,0.8,0.8,3,7,0.9333
80,30,0.8,0.8,5,3,0.9575
80,30,0.8,0.8,5,5,0.0
80,30,0.8,0.8,5,7,0.94
80,30,0.8,0.8,7,3,0.0
80,30,0.8,0.8,7,5,0.0
80,30,0.8,0.8,7,7,0.0
80,30,0.8,0.8,9,3,0.0
80,30,0.8,0.8,9,5,0.0
80,30,0.8,0.8,9,7,0.0
80,30,0.8,0.8,11,3,0.0
80,30,0.8,0.8,11,5,0.0
80,30,0.8,0.8,11,7,0.0
80,40,0.2,0.2,3,3,0.975
80,40,0.2,0.2,3,5,0.9625
80,40,0.2,0.2,3,7,0.9833
80,40,0.2,0.2,5,3,0.9575
80,40,0.2,0.2,5,5,0.9675
80,40,0.2,0.2,5,7,0.9525
80,40,0.2,0.2,7,3,0.9696
80,40,0.2,0.2,7,5,0.9661
80,40,0.2,0.2,7,7,0.9786
80,40,0.2,0.2,9,3,0.0
80,40,0.2,0.2,9,5,0.9792
80,40,0.2,0.2,9,7,0.9583
80,40,0.2,0.2,11,3,0.9511
80,40,0.2,0.2,11,5,0.942
80,40,0.2,0.2,11,7,0.975
80,40,0.2,0.4,3,3,0.9667
80,40,0.2,0.4,3,5,0.9708
80,40,0.2,0.4,3,7,0.9583
80,40,0.2,0.4,5,3,0.96
80,40,0.2,0.4,5,5,0.9675
80,40,0.2,0.4,5,7,0.96
80,40,0.2,0.4,7,3,0.9679
80,40,0.2,0.4,7,5,0.9679
80,40,0.2,0.4,7,7,0.9661
80,40,0.2,0.4,9,3,0.9542
80,40,0.2,0.4,9,5,0.9708
80,40,0.2,0.4,9,7,0.9625
80,40,0.2,0.4,11,3,0.0
80,40,0.2,0.4,11,5,0.9659
80,40,0.2,0.4,11,7,0.9761
80,40,0.2,0.6,3,3,0.9542
80,40,0.2,0.6,3,5,0.9542
80,40,0.2,0.6,3,7,0.9708
80,40,0.2,0.6,5,3,0.9525
80,40,0.2,0.6,5,5,0.95
80,40,0.2,0.6,5,7,0.9675
80,40,0.2,0.6,7,3,0.9554
80,40,0.2,0.6,7,5,0.9643
80,40,0.2,0.6,7,7,0.9661
80,40,0.2,0.6,9,3,0.9611
80,40,0.2,0.6,9,5,0.9486
80,40,0.2,0.6,9,7,0.9861
80,40,0.2,0.6,11,3,0.967
80,40,0.2,0.6,11,5,0.0
80,40,0.2,0.6,11,7,0.0
80,40,0.2,0.8,3,3,0.9375
80,40,0.2,0.8,3,5,0.9542
80,40,0.2,0.8,3,7,0.9542
80,40,0.2,0.8,5,3,0.95
80,40,0.2,0.8,5,5,0.965
80,40,0.2,0.8,5,7,0.9625
80,40,0.2,0.8,7,3,0.9571
80,40,0.2,0.8,7,5,0.95
80,40,0.2,0.8,7,7,0.9839
80,40,0.2,0.8,9,3,0.0
80,40,0.2,0.8,9,5,0.9569
80,40,0.2,0.8,9,7,0.9708
80,40,0.2,0.8,11,3,0.0
80,40,0.2,0.8,11,5,0.0
80,40,0.2,0.8,11,7,0.975
80,40,0.4,0.2,3,3,0.9292
80,40,0.4,0.2,3,5,0.95
80,40,0.4,0.2,3,7,0.9625
80,40,0.4,0.2,5,3,0.96
80,40,0.4,0.2,5,5,0.975
80,40,0.4,0.2,5,7,0.9575
80,40,0.4,0.2,7,3,0.9554
80,40,0.4,0.2,7,5,0.9482
80,40,0.4,0.2,7,7,0.9679
80,40,0.4,0.2,9,3,0.9542
80,40,0.4,0.2,9,5,0.9347
80,40,0.4,0.2,9,7,0.9667
80,40,0.4,0.2,11,3,0.9534
80,40,0.4,0.2,11,5,0.9489
80,40,0.4,0.2,11,7,0.9636
80,40,0.4,0.4,3,3,0.9542
80,40,0.4,0.4,3,5,0.9417
80,40,0.4,0.4,3,7,0.9583
80,40,0.4,0.4,5,3,0.9325
80,40,0.4,0.4,5,5,0.96
80,40,0.4,0.4,5,7,0.94
80,40,0.4,0.4,7,3,0.9286
80,40,0.4,0.4,7,5,0.9536
80,40,0.4,0.4,7,7,0.0
80,40,0.4,0.4,9,3,0.9542
80,40,0.4,0.4,9,5,0.9361
80,40,0.4,0.4,9,7,0.9319
80,40,0.4,0.4,11,3,0.9477
80,40,0.4,0.4,11,5,0.0
80,40,0.4,0.4,11,7,0.0
80,40,0.4,0.6,3,3,0.9333
80,40,0.4,0.6,3,5,0.9542
80,40,0.4,0.6,3,7,0.95
80,40,0.4,0.6,5,3,0.9525
80,40,0.4,0.6,5,5,0.9225
80,40,0.4,0.6,5,7,0.975
80,40,0.4,0.6,7,3,0.9429
80,40,0.4,0.6,7,5,0.9429
80,40,0.4,0.6,7,7,0.95
80,40,0.4,0.6,9,3,0.0
80,40,0.4,0.6,9,5,0.9708
80,40,0.4,0.6,9,7,0.95
80,40,0.4,0.6,11,3,0.0
80,40,0.4,0.6,11,5,0.0
80,40,0.4,0.6,11,7,0.0
80,40,0.4,0.8,3,3,0.9417
80,40,0.4,0.8,3,5,0.9708
80,40,0.4,0.8,3,7,0.9792
80,40,0.4,0.8,5,3,0.9275
80,40,0.4,0.8,5,5,0.9525
80,40,0.4,0.8,5,7,0.955
80,40,0.4,0.8,7,3,0.95
80,40,0.4,0.8,7,5,0.9607
80,40,0.4,0.8,7,7,0.0
80,40,0.4,0.8,9,3,0.0
80,40,0.4,0.8,9,5,0.0
80,40,0.4,0.8,9,7,0.9625
80,40,0.4,0.8,11,3,0.0
80,40,0.4,0.8,11,5,0.0
80,40,0.4,0.8,11,7,0.0
80,40,0.6,0.2,3,3,0.9542
80,40,0.6,0.2,3,5,0.8833
80,40,0.6,0.2,3,7,0.9583
80,40,0.6,0.2,5,3,0.9575
80,40,0.6,0.2,5,5,0.9225
80,40,0.6,0.2,5,7,0.9525
80,40,0.6,0.2,7,3,0.9607
80,40,0.6,0.2,7,5,0.9571
80,40,0.6,0.2,7,7,0.9179
80,40,0.6,0.2,9,3,0.9264
80,40,0.6,0.2,9,5,0.9486
80,40,0.6,0.2,9,7,0.9444
80,40,0.6,0.2,11,3,0.0
80,40,0.6,0.2,11,5,0.9534
80,40,0.6,0.2,11,7,0.9602
80,40,0.6,0.4,3,3,0.9417
80,40,0.6,0.4,3,5,0.9333
80,40,0.6,0.4,3,7,0.9583
80,40,0.6,0.4,5,3,0.9075
80,40,0.6,0.4,5,5,0.94
80,40,0.6,0.4,5,7,0.94
80,40,0.6,0.4,7,3,0.9232
80,40,0.6,0.4,7,5,0.9554
80,40,0.6,0.4,7,7,0.9446
80,40,0.6,0.4,9,3,0.0
80,40,0.6,0.4,9,5,0.9556
80,40,0.6,0.4,9,7,0.9403
80,40,0.6,0.4,11,3,0.0
80,40,0.6,0.4,11,5,0.0
80,40,0.6,0.4,11,7,0.9318
80,40,0.6,0.6,3,3,0.8875
80,40,0.6,0.6,3,5,0.9125
80,40,0.6,0.6,3,7,0.9333
80,40,0.6,0.6,5,3,0.9325
80,40,0.6,0.6,5,5,0.94
80,40,0.6,0.6,5,7,0.9375
80,40,0.6,0.6,7,3,0.9304
80,40,0.6,0.6,7,5,0.9589
80,40,0.6,0.6,7,7,0.0
80,40,0.6,0.6,9,3,0.9458
80,40,0.6,0.6,9,5,0.9625
80,40,0.6,0.6,9,7,0.0
80,40,0.6,0.6,11,3,0.0
80,40,0.6,0.6,11,5,0.0
80,40,0.6,0.6,11,7,0.9614
80,40,0.6,0.8,3,3,0.9167
80,40,0.6,0.8,3,5,0.925
80,40,0.6,0.8,3,7,0.9292
80,40,0.6,0.8,5,3,0.94
80,40,0.6,0.8,5,5,0.9775
80,40,0.6,0.8,5,7,0.95
80,40,0.6,0.8,7,3,0.0
80,40,0.6,0.8,7,5,0.9393
80,40,0.6,0.8,7,7,0.9446
80,40,0.6,0.8,9,3,0.0
80,40,0.6,0.8,9,5,0.0
80,40,0.6,0.8,9,7,0.0
80,40,0.6,0.8,11,3,0.0
80,40,0.6,0.8,11,5,0.0
80,40,0.6,0.8,11,7,0.0
80,40,0.8,0.2,3,3,0.8833
80,40,0.8,0.2,3,5,0.9333
80,40,0.8,0.2,3,7,0.9458
80,40,0.8,0.2,5,3,0.955
80,40,0.8,0.2,5,5,0.9475
80,40,0.8,0.2,5,7,0.9375
80,40,0.8,0.2,7,3,0.9125
80,40,0.8,0.2,7,5,0.9089
80,40,0.8,0.2,7,7,0.9143
80,40,0.8,0.2,9,3,0.0
80,40,0.8,0.2,9,5,0.0
80,40,0.8,0.2,9,7,0.8889
80,40,0.8,0.2,11,3,0.9227
80,40,0.8,0.2,11,5,0.9011
80,40,0.8,0.2,11,7,0.9443
80,40,0.8,0.4,3,3,0.9208
80,40,0.8,0.4,3,5,0.875
80,40,0.8,0.4,3,7,0.9375
80,40,0.8,0.4,5,3,0.93
80,40,0.8,0.4,5,5,0.9225
80,40,0.8,0.4,5,7,0.9225
80,40,0.8,0.4,7,3,0.0
80,40,0.8,0.4,7,5,0.95
80,40,0.8,0.4,7,7,0.9393
80,40,0.8,0.4,9,3,0.9208
80,40,0.8,0.4,9,5,0.9431
80,40,0.8,0.4,9,7,0.9556
80,40,0.8,0.4,11,3,0.0
80,40,0.8,0.4,11,5,0.9375
80,40,0.8,0.4,11,7,0.9375
80,40,0.8,0.6,3,3,0.9083
80,40,0.8,0.6,3,5,0.9
80,40,0.8,0.6,3,7,0.925
80,40,0.8,0.6,5,3,0.88
80,40,0.8,0.6,5,5,0.915
80,40,0.8,0.6,5,7,0.9275
80,40,0.8,0.6,7,3,0.0
80,40,0.8,0.6,7,5,0.9268
80,40,0.8,0.6,7,7,0.0
80,40,0.8,0.6,9,3,0.0
80,40,0.8,0.6,9,5,0.0
80,40,0.8,0.6,9,7,0.0
80,40,0.8,0.6,11,3,0.0
80,40,0.8,0.6,11,5,0.95
80,40,0.8,0.6,11,7,0.0
80,40,0.8,0.8,3,3,0.8917
80,40,0.8,0.8,3,5,0.9
80,40,0.8,0.8,3,7,0.9542
80,40,0.8,0.8,5,3,0.925
80,40,0.8,0.8,5,5,0.0
80,40,0.8,0.8,5,7,0.8775
80,40,0.8,0.8,7,3,0.0
80,40,0.8,0.8,7,5,0.9018
80,40,0.8,0.8,7,7,0.9339
80,40,0.8,0.8,9,3,0.0
80,40,0.8,0.8,9,5,0.0
80,40,0.8,0.8,9,7,0.0
80,40,0.8,0.8,11,3,0.0
80,40,0.8,0.8,11,5,0.0
80,40,0.8,0.8,11,7,0.0
80,50,0.2,0.2,3,3,0.9375
80,50,0.2,0.2,3,5,0.9667
80,50,0.2,0.2,3,7,0.9708
80,50,0.2,0.2,5,3,0.9475
80,50,0.2,0.2,5,5,0.965
80,50,0.2,0.2,5,7,0.965
80,50,0.2,0.2,7,3,0.9339
80,50,0.2,0.2,7,5,0.9411
80,50,0.2,0.2,7,7,0.9536
80,50,0.2,0.2,9,3,0.9472
80,50,0.2,0.2,9,5,0.9694
80,50,0.2,0.2,9,7,0.9625
80,50,0.2,0.2,11,3,0.9545
80,50,0.2,0.2,11,5,0.9648
80,50,0.2,0.2,11,7,0.9795
80,50,0.2,0.4,3,3,0.9833
80,50,0.2,0.4,3,5,0.925
80,50,0.2,0.4,3,7,0.95
80,50,0.2,0.4,5,3,0.9425
80,50,0.2,0.4,5,5,0.945
80,50,0.2,0.4,5,7,0.94
80,50,0.2,0.4,7,3,0.975
80,50,0.2,0.4,7,5,0.9607
80,50,0.2,0.4,7,7,0.9482
80,50,0.2,0.4,9,3,0.9653
80,50,0.2,0.4,9,5,0.9722
80,50,0.2,0.4,9,7,0.9625
80,50,0.2,0.4,11,3,0.9693
80,50,0.2,0.4,11,5,0.9659
80,50,0.2,0.4,11,7,0.9807
80,50,0.2,0.6,3,3,0.9417
80,50,0.2,0.6,3,5,0.95
80,50,0.2,0.6,3,7,0.9792
80,50,0.2,0.6,5,3,0.9775
80,50,0.2,0.6,5,5,0.965
80,50,0.2,0.6,5,7,0.9725
80,50,0.2,0.6,7,3,0.9411
80,50,0.2,0.6,7,5,0.9661
80,50,0.2,0.6,7,7,0.9714
80,50,0.2,0.6,9,3,0.9722
80,50,0.2,0.6,9,5,0.9569
80,50,0.2,0.6,9,7,0.9833
80,50,0.2,0.6,11,3,0.958
80,50,0.2,0.6,11,5,0.9659
80,50,0.2,0.6,11,7,0.9716
80,50,0.2,0.8,3,3,0.95
80,50,0.2,0.8,3,5,0.9583
80,50,0.2,0.8,3,7,0.9667
80,50,0.2,0.8,5,3,0.955
80,50,0.2,0.8,5,5,0.9525
80,50,0.2,0.8,5,7,0.9775
80,50,0.2,0.8,7,3,0.9607
80,50,0.2,0.8,7,5,0.9661
80,50,0.2,0.8,7,7,0.9714
80,50,0.2,0.8,9,3,0.0
80,50,0.2,0.8,9,5,0.0
80,50,0.2,0.8,9,7,0.9639
80,50,0.2,0.8,11,3,0.9602
80,50,0.2,0.8,11,5,0.9636
80,50,0.2,0.8,11,7,0.9625
80,50,0.4,0.2,3,3,0.9125
80,50,0.4,0.2,3,5,0.9542
80,50,0.4,0.2,3,7,0.9625
80,50,0.4,0.2,5,3,0.9375
80,50,0.4,0.2,5,5,0.925
80,50,0.4,0.2,5,7,0.97
80,50,0.4,0.2,7,3,0.9429
80,50,0.4,0.2,7,5,0.9625
80,50,0.4,0.2,7,7,0.9696
80,50,0.4,0.2,9,3,0.9528
80,50,0.4,0.2,9,5,0.9583
80,50,0.4,0.2,9,7,0.9611
80,50,0.4,0.2,11,3,0.9455
80,50,0.4,0.2,11,5,0.9273
80,50,0.4,0.2,11,7,0.942
80,50,0.4,0.4,3,3,0.9458
80,50,0.4,0.4,3,5,0.9333
80,50,0.4,0.4,3,7,0.9542
80,50,0.4,0.4,5,3,0.935
80,50,0.4,0.4,5,5,0.9625
80,50,0.4,0.4,5,7,0.9625
80,50,0.4,0.4,7,3,0.9518
80,50,0.4,0.4,7,5,0.9321
80,50,0.4,0.4,7,7,0.9625
80,50,0.4,0.4,9,3,0.0
80,50,0.4,0.4,9,5,0.9625
80,50,0.4,0.4,9,7,0.9597
80,50,0.4,0.4,11,3,0.9625
80,50,0.4,0.4,11,5,0.9375
80,50,0.4,0.4,11,7,0.9352
80,50,0.4,0.6,3,3,0.9292
80,50,0.4,0.6,3,5,0.9542
80,50,0.4,0.6,3,7,0.9667
80,50,0.4,0.6,5,3,0.9575
80,50,0.4,0.6,5,5,0.9525
80,50,0.4,0.6,5,7,0.96
80,50,0.4,0.6,7,3,0.9429
80,50,0.4,0.6,7,5,0.9554
80,50,0.4,0.6,7,7,0.9571
80,50,0.4,0.6,9,3,0.9569
80,50,0.4,0.6,9,5,0.9597
80,50,0.4,0.6,9,7,0.9639
80,50,0.4,0.6,11,3,0.9477
80,50,0.4,0.6,11,5,0.9602
80,50,0.4,0.6,11,7,0.958
80,50,0.4,0.8,3,3,0.9542
80,50,0.4,0.8,3,5,0.9542
80,50,0.4,0.8,3,7,0.9417
80,50,0.4,0.8,5,3,0.9625
