,0,1,2,3,4,5,6,7
237,60,20,0.3,11,0.5,0.5,,
238,60,20,0.3,11,0.5,0.7,,
239,60,20,0.3,11,0.5,0.9,,
240,60,20,0.3,11,0.7,0.1,,
241,60,20,0.3,11,0.7,0.3,,
242,60,20,0.3,11,0.7,0.5,,
243,60,20,0.3,11,0.7,0.7,,
244,60,20,0.3,11,0.7,0.9,,
245,60,20,0.3,11,0.9,0.1,,
246,60,20,0.3,11,0.9,0.3,,
247,60,20,0.3,11,0.9,0.5,,
248,60,20,0.3,11,0.9,0.7,,
249,60,20,0.3,11,0.9,0.9,,
250,60,20,0.4,3,0.1,0.1,,
251,60,20,0.4,3,0.1,0.3,,
252,60,20,0.4,3,0.1,0.5,,
253,60,20,0.4,3,0.1,0.7,0.9214507823331353,0.24666666666666667
254,60,20,0.4,3,0.1,0.9,,
255,60,20,0.4,3,0.3,0.1,,
256,60,20,0.4,3,0.3,0.3,,
257,60,20,0.4,3,0.3,0.5,,
258,60,20,0.4,3,0.3,0.7,,
259,60,20,0.4,3,0.3,0.9,0.8888759606406664,0.2733333333333333
260,60,20,0.4,3,0.5,0.1,,
261,60,20,0.4,3,0.5,0.3,0.8524164724164722,0.22333333333333333
262,60,20,0.4,3,0.5,0.5,0.8225641025641025,0.2733333333333333
263,60,20,0.4,3,0.5,0.7,0.8669059644059642,0.21666666666666665
264,60,20,0.4,3,0.5,0.9,,
265,60,20,0.4,3,0.7,0.1,0.88015873015873,0.25
266,60,20,0.4,3,0.7,0.3,0.8353703703703704,0.2633333333333333
267,60,20,0.4,3,0.7,0.5,0.8358056758056758,0.25
268,60,20,0.4,3,0.7,0.7,0.8887606837606837,0.25666666666666665
269,60,20,0.4,3,0.7,0.9,0.7978905408317173,0.27999999999999997
270,60,20,0.4,3,0.9,0.1,,
271,60,20,0.4,3,0.9,0.3,0.8083516483516483,0.25666666666666665
272,60,20,0.4,3,0.9,0.5,0.789859943977591,0.2866666666666666
273,60,20,0.4,3,0.9,0.7,,
274,60,20,0.4,3,0.9,0.9,,
275,60,20,0.4,5,0.1,0.1,,
276,60,20,0.4,5,0.1,0.3,,
277,60,20,0.4,5,0.1,0.5,,
278,60,20,0.4,5,0.1,0.7,,
279,60,20,0.4,5,0.1,0.9,,
280,60,20,0.4,5,0.3,0.1,,
281,60,20,0.4,5,0.3,0.3,,
282,60,20,0.4,5,0.3,0.5,,
283,60,20,0.4,5,0.3,0.7,,
284,60,20,0.4,5,0.3,0.9,,
285,60,20,0.4,5,0.5,0.1,,
286,60,20,0.4,5,0.5,0.3,,
287,60,20,0.4,5,0.5,0.5,,
288,60,20,0.4,5,0.5,0.7,,
289,60,20,0.4,5,0.5,0.9,,
290,60,20,0.4,5,0.7,0.1,,
291,60,20,0.4,5,0.7,0.3,,
292,60,20,0.4,5,0.7,0.5,,
293,60,20,0.4,5,0.7,0.7,,
294,60,20,0.4,5,0.7,0.9,,
295,60,20,0.4,5,0.9,0.1,,
296,60,20,0.4,5,0.9,0.3,,
297,60,20,0.4,5,0.9,0.5,,
298,60,20,0.4,5,0.9,0.7,,
299,60,20,0.4,5,0.9,0.9,,
300,60,20,0.4,7,0.1,0.1,,
301,60,20,0.4,7,0.1,0.3,,
302,60,20,0.4,7,0.1,0.5,,
303,60,20,0.4,7,0.1,0.7,,
304,60,20,0.4,7,0.1,0.9,,
305,60,20,0.4,7,0.3,0.1,,
306,60,20,0.4,7,0.3,0.3,,
307,60,20,0.4,7,0.3,0.5,,
308,60,20,0.4,7,0.3,0.7,,
309,60,20,0.4,7,0.3,0.9,,
310,60,20,0.4,7,0.5,0.1,,
311,60,20,0.4,7,0.5,0.3,,
312,60,20,0.4,7,0.5,0.5,,
313,60,20,0.4,7,0.5,0.7,,
314,60,20,0.4,7,0.5,0.9,,
315,60,20,0.4,7,0.7,0.1,,
316,60,20,0.4,7,0.7,0.3,,
317,60,20,0.4,7,0.7,0.5,,
318,60,20,0.4,7,0.7,0.7,,
319,60,20,0.4,7,0.7,0.9,,
320,60,20,0.4,7,0.9,0.1,,
321,60,20,0.4,7,0.9,0.3,,
322,60,20,0.4,7,0.9,0.5,,
323,60,20,0.4,7,0.9,0.7,,
324,60,20,0.4,7,0.9,0.9,,
325,60,20,0.4,9,0.1,0.1,,
326,60,20,0.4,9,0.1,0.3,,
327,60,20,0.4,9,0.1,0.5,,
328,60,20,0.4,9,0.1,0.7,,
329,60,20,0.4,9,0.1,0.9,,
330,60,20,0.4,9,0.3,0.1,,
331,60,20,0.4,9,0.3,0.3,,
332,60,20,0.4,9,0.3,0.5,,
333,60,20,0.4,9,0.3,0.7,,
334,60,20,0.4,9,0.3,0.9,,
335,60,20,0.4,9,0.5,0.1,,
336,60,20,0.4,9,0.5,0.3,,
337,60,20,0.4,9,0.5,0.5,,
338,60,20,0.4,9,0.5,0.7,,
339,60,20,0.4,9,0.5,0.9,,
340,60,20,0.4,9,0.7,0.1,,
341,60,20,0.4,9,0.7,0.3,,
342,60,20,0.4,9,0.7,0.5,,
343,60,20,0.4,9,0.7,0.7,,
344,60,20,0.4,9,0.7,0.9,,
345,60,20,0.4,9,0.9,0.1,,
346,60,20,0.4,9,0.9,0.3,,
347,60,20,0.4,9,0.9,0.5,,
348,60,20,0.4,9,0.9,0.7,,
349,60,20,0.4,9,0.9,0.9,,
350,60,20,0.4,11,0.1,0.1,,
351,60,20,0.4,11,0.1,0.3,,
352,60,20,0.4,11,0.1,0.5,,
353,60,20,0.4,11,0.1,0.7,,
354,60,20,0.4,11,0.1,0.9,,
355,60,20,0.4,11,0.3,0.1,,
356,60,20,0.4,11,0.3,0.3,,
357,60,20,0.4,11,0.3,0.5,,
358,60,20,0.4,11,0.3,0.7,,
359,60,20,0.4,11,0.3,0.9,,
360,60,20,0.4,11,0.5,0.1,,
361,60,20,0.4,11,0.5,0.3,,
362,60,20,0.4,11,0.5,0.5,,
363,60,20,0.4,11,0.5,0.7,,
364,60,20,0.4,11,0.5,0.9,,
365,60,20,0.4,11,0.7,0.1,,
366,60,20,0.4,11,0.7,0.3,,
367,60,20,0.4,11,0.7,0.5,,
368,60,20,0.4,11,0.7,0.7,,
369,60,20,0.4,11,0.7,0.9,,
370,60,20,0.4,11,0.9,0.1,,
371,60,20,0.4,11,0.9,0.3,,
372,60,20,0.4,11,0.9,0.5,,
373,60,20,0.4,11,0.9,0.7,,
374,60,20,0.4,11,0.9,0.9,,
375,60,20,0.5,3,0.1,0.1,,
376,60,20,0.5,3,0.1,0.3,,
377,60,20,0.5,3,0.1,0.5,0.8925925925925924,0.26
378,60,20,0.5,3,0.1,0.7,0.9215873015873015,0.2966666666666667
379,60,20,0.5,3,0.1,0.9,0.9165103415103415,0.30666666666666664
380,60,20,0.5,3,0.3,0.1,0.9397727272727273,0.3166666666666667
381,60,20,0.5,3,0.3,0.3,0.9197691197691198,0.3366666666666666
382,60,20,0.5,3,0.3,0.5,0.8664316239316239,0.29
383,60,20,0.5,3,0.3,0.7,,
384,60,20,0.5,3,0.3,0.9,,
385,60,20,0.5,3,0.5,0.1,0.8313390313390313,0.27999999999999997
386,60,20,0.5,3,0.5,0.3,0.8679797979797979,0.31
387,60,20,0.5,3,0.5,0.5,0.8975163398692809,0.31666666666666665
388,60,20,0.5,3,0.5,0.7,,
389,60,20,0.5,3,0.5,0.9,0.8752136752136751,0.2566666666666667
390,60,20,0.5,3,0.7,0.1,,
391,60,20,0.5,3,0.7,0.3,0.8388396788396788,0.24000000000000005
392,60,20,0.5,3,0.7,0.5,,
393,60,20,0.5,3,0.7,0.7,0.808080808080808,0.26666666666666666
394,60,20,0.5,3,0.7,0.9,,
395,60,20,0.5,3,0.9,0.1,,
396,60,20,0.5,3,0.9,0.3,0.8365404040404041,0.24666666666666667
397,60,20,0.5,3,0.9,0.5,0.8140415140415138,0.26999999999999996
398,60,20,0.5,3,0.9,0.7,0.8083333333333333,0.24333333333333332
399,60,20,0.5,3,0.9,0.9,,
400,60,20,0.5,5,0.1,0.1,,
401,60,20,0.5,5,0.1,0.3,,
402,60,20,0.5,5,0.1,0.5,,
403,60,20,0.5,5,0.1,0.7,,
404,60,20,0.5,5,0.1,0.9,,
405,60,20,0.5,5,0.3,0.1,,
406,60,20,0.5,5,0.3,0.3,,
407,60,20,0.5,5,0.3,0.5,,
408,60,20,0.5,5,0.3,0.7,,
409,60,20,0.5,5,0.3,0.9,,
410,60,20,0.5,5,0.5,0.1,,
411,60,20,0.5,5,0.5,0.3,,
412,60,20,0.5,5,0.5,0.5,,
413,60,20,0.5,5,0.5,0.7,,
414,60,20,0.5,5,0.5,0.9,,
415,60,20,0.5,5,0.7,0.1,,
416,60,20,0.5,5,0.7,0.3,,
417,60,20,0.5,5,0.7,0.5,,
418,60,20,0.5,5,0.7,0.7,,
419,60,20,0.5,5,0.7,0.9,,
420,60,20,0.5,5,0.9,0.1,,
421,60,20,0.5,5,0.9,0.3,,
422,60,20,0.5,5,0.9,0.5,,
423,60,20,0.5,5,0.9,0.7,,
424,60,20,0.5,5,0.9,0.9,,
425,60,20,0.5,7,0.1,0.1,,
426,60,20,0.5,7,0.1,0.3,,
427,60,20,0.5,7,0.1,0.5,,
428,60,20,0.5,7,0.1,0.7,,
429,60,20,0.5,7,0.1,0.9,,
430,60,20,0.5,7,0.3,0.1,,
431,60,20,0.5,7,0.3,0.3,,
432,60,20,0.5,7,0.3,0.5,,
433,60,20,0.5,7,0.3,0.7,,
434,60,20,0.5,7,0.3,0.9,,
435,60,20,0.5,7,0.5,0.1,,
436,60,20,0.5,7,0.5,0.3,,
437,60,20,0.5,7,0.5,0.5,,
438,60,20,0.5,7,0.5,0.7,,
439,60,20,0.5,7,0.5,0.9,,
440,60,20,0.5,7,0.7,0.1,,
441,60,20,0.5,7,0.7,0.3,,
442,60,20,0.5,7,0.7,0.5,,
443,60,20,0.5,7,0.7,0.7,,
444,60,20,0.5,7,0.7,0.9,,
445,60,20,0.5,7,0.9,0.1,,
446,60,20,0.5,7,0.9,0.3,,
447,60,20,0.5,7,0.9,0.5,,
448,60,20,0.5,7,0.9,0.7,,
449,60,20,0.5,7,0.9,0.9,,
450,60,20,0.5,9,0.1,0.1,,
451,60,20,0.5,9,0.1,0.3,,
452,60,20,0.5,9,0.1,0.5,,
453,60,20,0.5,9,0.1,0.7,,
454,60,20,0.5,9,0.1,0.9,,
455,60,20,0.5,9,0.3,0.1,,
456,60,20,0.5,9,0.3,0.3,,
457,60,20,0.5,9,0.3,0.5,,
458,60,20,0.5,9,0.3,0.7,,
459,60,20,0.5,9,0.3,0.9,,
460,60,20,0.5,9,0.5,0.1,,
461,60,20,0.5,9,0.5,0.3,,
462,60,20,0.5,9,0.5,0.5,,
463,60,20,0.5,9,0.5,0.7,,
464,60,20,0.5,9,0.5,0.9,,
465,60,20,0.5,9,0.7,0.1,,
466,60,20,0.5,9,0.7,0.3,,
467,60,20,0.5,9,0.7,0.5,,
468,60,20,0.5,9,0.7,0.7,,
469,60,20,0.5,9,0.7,0.9,,
470,60,20,0.5,9,0.9,0.1,,
471,60,20,0.5,9,0.9,0.3,,
472,60,20,0.5,9,0.9,0.5,,
473,60,20,0.5,9,0.9,0.7,,
474,60,20,0.5,9,0.9,0.9,,
475,60,20,0.5,11,0.1,0.1,,
476,60,20,0.5,11,0.1,0.3,,
477,60,20,0.5,11,0.1,0.5,,
478,60,20,0.5,11,0.1,0.7,,
479,60,20,0.5,11,0.1,0.9,,
480,60,20,0.5,11,0.3,0.1,,
481,60,20,0.5,11,0.3,0.3,,
482,60,20,0.5,11,0.3,0.5,,
483,60,20,0.5,11,0.3,0.7,,
484,60,20,0.5,11,0.3,0.9,,
485,60,20,0.5,11,0.5,0.1,,
486,60,20,0.5,11,0.5,0.3,,
487,60,20,0.5,11,0.5,0.5,,
488,60,20,0.5,11,0.5,0.7,,
489,60,20,0.5,11,0.5,0.9,,
490,60,20,0.5,11,0.7,0.1,,
491,60,20,0.5,11,0.7,0.3,,
492,60,20,0.5,11,0.7,0.5,,
493,60,20,0.5,11,0.7,0.7,,
494,60,20,0.5,11,0.7,0.9,,
495,60,20,0.5,11,0.9,0.1,,
496,60,20,0.5,11,0.9,0.3,,
497,60,20,0.5,11,0.9,0.5,,
498,60,20,0.5,11,0.9,0.7,,
499,60,20,0.5,11,0.9,0.9,,
500,60,20,0.6,3,0.1,0.1,,
501,60,20,0.6,3,0.1,0.3,0.8404112554112555,0.30333333333333334
502,60,20,0.6,3,0.1,0.5,0.9437399637399636,0.24333333333333335
503,60,20,0.6,3,0.1,0.7,0.8712121212121213,0.32999999999999996
504,60,20,0.6,3,0.1,0.9,,
505,60,20,0.6,3,0.3,0.1,0.8965201465201463,0.2633333333333333
506,60,20,0.6,3,0.3,0.3,0.8869658119658121,0.2866666666666667
507,60,20,0.6,3,0.3,0.5,,
508,60,20,0.6,3,0.3,0.7,0.8956247456247454,0.30999999999999994
509,60,20,0.6,3,0.3,0.9,,
510,60,20,0.6,3,0.5,0.1,0.838047138047138,0.30333333333333334
511,60,20,0.6,3,0.5,0.3,,
512,60,20,0.6,3,0.5,0.5,0.8220268620268619,0.2966666666666667
513,60,20,0.6,3,0.5,0.7,0.8144179894179894,0.22000000000000003
514,60,20,0.6,3,0.5,0.9,,
515,60,20,0.6,3,0.7,0.1,0.8624074074074073,0.29
516,60,20,0.6,3,0.7,0.3,,
517,60,20,0.6,3,0.7,0.5,,
518,60,20,0.6,3,0.7,0.7,,
519,60,20,0.6,3,0.7,0.9,,
520,60,20,0.6,3,0.9,0.1,0.8356684981684982,0.30666666666666664
521,60,20,0.6,3,0.9,0.3,,
522,60,20,0.6,3,0.9,0.5,,
523,60,20,0.6,3,0.9,0.7,0.8054545454545454,0.23666666666666666
524,60,20,0.6,3,0.9,0.9,0.7872727272727271,0.2533333333333333
525,60,20,0.6,5,0.1,0.1,,
526,60,20,0.6,5,0.1,0.3,,
527,60,20,0.6,5,0.1,0.5,,
528,60,20,0.6,5,0.1,0.7,,
529,60,20,0.6,5,0.1,0.9,,
530,60,20,0.6,5,0.3,0.1,,
531,60,20,0.6,5,0.3,0.3,,
532,60,20,0.6,5,0.3,0.5,,
533,60,20,0.6,5,0.3,0.7,,
534,60,20,0.6,5,0.3,0.9,,
535,60,20,0.6,5,0.5,0.1,,
536,60,20,0.6,5,0.5,0.3,,
537,60,20,0.6,5,0.5,0.5,,
538,60,20,0.6,5,0.5,0.7,,
539,60,20,0.6,5,0.5,0.9,,
540,60,20,0.6,5,0.7,0.1,,
541,60,20,0.6,5,0.7,0.3,,
542,60,20,0.6,5,0.7,0.5,,
543,60,20,0.6,5,0.7,0.7,,
544,60,20,0.6,5,0.7,0.9,,
545,60,20,0.6,5,0.9,0.1,,
546,60,20,0.6,5,0.9,0.3,,
547,60,20,0.6,5,0.9,0.5,,
548,60,20,0.6,5,0.9,0.7,,
549,60,20,0.6,5,0.9,0.9,,
550,60,20,0.6,7,0.1,0.1,,
551,60,20,0.6,7,0.1,0.3,,
552,60,20,0.6,7,0.1,0.5,,
553,60,20,0.6,7,0.1,0.7,,
554,60,20,0.6,7,0.1,0.9,,
555,60,20,0.6,7,0.3,0.1,,
556,60,20,0.6,7,0.3,0.3,,
557,60,20,0.6,7,0.3,0.5,,
558,60,20,0.6,7,0.3,0.7,,
559,60,20,0.6,7,0.3,0.9,,
560,60,20,0.6,7,0.5,0.1,,
561,60,20,0.6,7,0.5,0.3,,
562,60,20,0.6,7,0.5,0.5,,
563,60,20,0.6,7,0.5,0.7,,
564,60,20,0.6,7,0.5,0.9,,
565,60,20,0.6,7,0.7,0.1,,
566,60,20,0.6,7,0.7,0.3,,
567,60,20,0.6,7,0.7,0.5,,
568,60,20,0.6,7,0.7,0.7,,
569,60,20,0.6,7,0.7,0.9,,
570,60,20,0.6,7,0.9,0.1,,
571,60,20,0.6,7,0.9,0.3,,
572,60,20,0.6,7,0.9,0.5,,
573,60,20,0.6,7,0.9,0.7,,
574,60,20,0.6,7,0.9,0.9,,
575,60,20,0.6,9,0.1,0.1,,
576,60,20,0.6,9,0.1,0.3,,
577,60,20,0.6,9,0.1,0.5,,
578,60,20,0.6,9,0.1,0.7,,
579,60,20,0.6,9,0.1,0.9,,
580,60,20,0.6,9,0.3,0.1,,
581,60,20,0.6,9,0.3,0.3,,
582,60,20,0.6,9,0.3,0.5,,
583,60,20,0.6,9,0.3,0.7,,
584,60,20,0.6,9,0.3,0.9,,
585,60,20,0.6,9,0.5,0.1,,
586,60,20,0.6,9,0.5,0.3,,
587,60,20,0.6,9,0.5,0.5,,
588,60,20,0.6,9,0.5,0.7,,
589,60,20,0.6,9,0.5,0.9,,
590,60,20,0.6,9,0.7,0.1,,
591,60,20,0.6,9,0.7,0.3,,
592,60,20,0.6,9,0.7,0.5,,
593,60,20,0.6,9,0.7,0.7,,
594,60,20,0.6,9,0.7,0.9,,
595,60,20,0.6,9,0.9,0.1,,
596,60,20,0.6,9,0.9,0.3,,
597,60,20,0.6,9,0.9,0.5,,
598,60,20,0.6,9,0.9,0.7,,
599,60,20,0.6,9,0.9,0.9,,
600,60,20,0.6,11,0.1,0.1,,
601,60,20,0.6,11,0.1,0.3,,
602,60,20,0.6,11,0.1,0.5,,
