total_tasks,total_workers,proportion_hard_tasks,proportion_train_tasks,workers_per_task,total_keys,accuracy,cross_entropy,f1
25,5,1,0.1,3,4,0.7067,2.0115,0.7055
25,5,1,0.1,5,4,0.848,1.925,0.8385
25,5,1,0.1,7,4,0.0,0.0,0.0
25,5,1,0.1,9,4,0.0,0.0,0.0
25,5,1,0.1,11,4,0.0,0.0,0.0
25,5,1,0.1,13,4,0.0,0.0,0.0
25,5,1,0.1,15,4,0.0,0.0,0.0
25,5,1,0.1,17,4,0.0,0.0,0.0
25,5,1,0.1,19,4,0.0,0.0,0.0
25,5,1,0.15,3,4,0.7467,1.8533,0.6798
25,5,1,0.15,5,4,0.784,1.9711,0.7753
25,5,1,0.15,7,4,0.0,0.0,0.0
25,5,1,0.15,9,4,0.0,0.0,0.0
25,5,1,0.15,11,4,0.0,0.0,0.0
25,5,1,0.15,13,4,0.0,0.0,0.0
25,5,1,0.15,15,4,0.0,0.0,0.0
25,5,1,0.15,17,4,0.0,0.0,0.0
25,5,1,0.15,19,4,0.0,0.0,0.0
25,5,1,0.2,3,4,0.7067,1.9782,0.695
25,5,1,0.2,5,4,0.752,1.8112,0.7141
25,5,1,0.2,7,4,0.0,0.0,0.0
25,5,1,0.2,9,4,0.0,0.0,0.0
25,5,1,0.2,11,4,0.0,0.0,0.0
25,5,1,0.2,13,4,0.0,0.0,0.0
25,5,1,0.2,15,4,0.0,0.0,0.0
25,5,1,0.2,17,4,0.0,0.0,0.0
25,5,1,0.2,19,4,0.0,0.0,0.0
25,5,1,0.25,3,4,0.7867,1.9029,0.7813
25,5,1,0.25,5,4,0.736,1.9678,0.7284
25,5,1,0.25,7,4,0.0,0.0,0.0
25,5,1,0.25,9,4,0.0,0.0,0.0
25,5,1,0.25,11,4,0.0,0.0,0.0
25,5,1,0.25,13,4,0.0,0.0,0.0
25,5,1,0.25,15,4,0.0,0.0,0.0
25,5,1,0.25,17,4,0.0,0.0,0.0
25,5,1,0.25,19,4,0.0,0.0,0.0
25,5,1,0.3,3,4,0.6133,1.9982,0.5827
25,5,1,0.3,5,4,0.752,1.8802,0.7022
25,5,1,0.3,7,4,0.0,0.0,0.0
25,5,1,0.3,9,4,0.0,0.0,0.0
25,5,1,0.3,11,4,0.0,0.0,0.0
25,5,1,0.3,13,4,0.0,0.0,0.0
25,5,1,0.3,15,4,0.0,0.0,0.0
25,5,1,0.3,17,4,0.0,0.0,0.0
25,5,1,0.3,19,4,0.0,0.0,0.0
25,5,1,0.35,3,4,0.72,1.9934,0.7054
25,5,1,0.35,5,4,0.728,1.9374,0.7111
25,5,1,0.35,7,4,0.0,0.0,0.0
25,5,1,0.35,9,4,0.0,0.0,0.0
25,5,1,0.35,11,4,0.0,0.0,0.0
25,5,1,0.35,13,4,0.0,0.0,0.0
25,5,1,0.35,15,4,0.0,0.0,0.0
25,5,1,0.35,17,4,0.0,0.0,0.0
25,5,1,0.35,19,4,0.0,0.0,0.0
25,5,1,0.4,3,4,0.7733,1.976,0.7664
25,5,1,0.4,5,4,0.696,1.9608,0.6838
25,5,1,0.4,7,4,0.0,0.0,0.0
25,5,1,0.4,9,4,0.0,0.0,0.0
25,5,1,0.4,11,4,0.0,0.0,0.0
25,5,1,0.4,13,4,0.0,0.0,0.0
25,5,1,0.4,15,4,0.0,0.0,0.0
25,5,1,0.4,17,4,0.0,0.0,0.0
25,5,1,0.4,19,4,0.0,0.0,0.0
25,5,1,0.45,3,4,0.7467,1.9744,0.7439
25,5,1,0.45,5,4,0.648,1.9511,0.6368
25,5,1,0.45,7,4,0.0,0.0,0.0
25,5,1,0.45,9,4,0.0,0.0,0.0
25,5,1,0.45,11,4,0.0,0.0,0.0
25,5,1,0.45,13,4,0.0,0.0,0.0
25,5,1,0.45,15,4,0.0,0.0,0.0
25,5,1,0.45,17,4,0.0,0.0,0.0
25,5,1,0.45,19,4,0.0,0.0,0.0
25,5,1,0.5,3,4,0.72,1.9028,0.7105
25,5,1,0.5,5,4,0.808,1.949,0.799
25,5,1,0.5,7,4,0.0,0.0,0.0
25,5,1,0.5,9,4,0.0,0.0,0.0
25,5,1,0.5,11,4,0.0,0.0,0.0
25,5,1,0.5,13,4,0.0,0.0,0.0
25,5,1,0.5,15,4,0.0,0.0,0.0
25,5,1,0.5,17,4,0.0,0.0,0.0
25,5,1,0.5,19,4,0.0,0.0,0.0
25,5,1,0.55,3,4,0.7733,1.7477,0.7357
25,5,1,0.55,5,4,0.608,1.9131,0.5584
25,5,1,0.55,7,4,0.0,0.0,0.0
25,5,1,0.55,9,4,0.0,0.0,0.0
25,5,1,0.55,11,4,0.0,0.0,0.0
25,5,1,0.55,13,4,0.0,0.0,0.0
25,5,1,0.55,15,4,0.0,0.0,0.0
25,5,1,0.55,17,4,0.0,0.0,0.0
25,5,1,0.55,19,4,0.0,0.0,0.0
25,5,1,0.6,3,4,0.7333,1.8191,0.6984
25,5,1,0.6,5,4,0.672,1.9952,0.6678
25,5,1,0.6,7,4,0.0,0.0,0.0
25,5,1,0.6,9,4,0.0,0.0,0.0
25,5,1,0.6,11,4,0.0,0.0,0.0
25,5,1,0.6,13,4,0.0,0.0,0.0
25,5,1,0.6,15,4,0.0,0.0,0.0
25,5,1,0.6,17,4,0.0,0.0,0.0
25,5,1,0.6,19,4,0.0,0.0,0.0
25,5,1,0.65,3,4,0.6933,1.9842,0.6923
25,5,1,0.65,5,4,0.816,1.9326,0.8197
25,5,1,0.65,7,4,0.0,0.0,0.0
25,5,1,0.65,9,4,0.0,0.0,0.0
25,5,1,0.65,11,4,0.0,0.0,0.0
25,5,1,0.65,13,4,0.0,0.0,0.0
25,5,1,0.65,15,4,0.0,0.0,0.0
