total_tasks,total_workers,proportion_hard_tasks,proportion_train_tasks,workers_per_task,total_keys,accuracy
60,30,0.2,0.2,5,3,0.9833
60,30,0.8,0.2,5,3,0.9667
60,40,0.2,0.2,5,3,0.98
60,40,0.8,0.2,5,3,0.96
80,30,0.2,0.2,5,3,0.99
80,30,0.8,0.2,5,3,0.9725
80,40,0.2,0.2,5,3,0.975
80,40,0.8,0.2,5,3,0.945
